HIP,RAICRS,DEICRS,Vmag,Plx,pmRA,pmDE,BV
9977,32.12144102,37.85918337,4.78,16.48,154.22,-43.64,0.120
9990,32.16908619,58.42360489,5.66,1.79,-0.82,-1.63,0.595
10035,32.28888091,-43.51647088,5.84,5.68,-48.33,-51.42,1.197
10053,32.35535861,25.93997268,4.98,10.19,77.50,-33.10,0.339
10064,32.38550383,34.98739204,3.00,26.24,148.78,-39.13,0.140
10155,32.65642510,19.50040351,5.68,4.90,88.73,-27.10,1.641
10212,32.83817716,8.57008262,5.64,23.52,-141.20,-114.26,0.569
10234,32.89933984,-1.82534866,5.94,9.20,-11.27,-33.24,0.967
10280,33.09301632,30.30321507,4.94,10.68,-64.59,-61.07,0.770
10296,33.15630080,24.16779356,5.96,5.77,41.64,-6.28,1.366
10305,33.19717997,-2.39345960,5.65,21.71,374.41,-73.08,0.546
10306,33.19993262,21.21098318,5.23,33.19,162.52,4.07,0.457
10320,33.22691696,-30.72384252,5.27,9.82,15.32,7.15,-0.013
10324,33.25004577,8.84675230,4.36,9.01,-26.23,-14.40,0.878
10326,33.25396814,-21.00023660,5.86,8.17,55.83,40.75,1.006
10328,33.26352181,15.27991044,5.72,6.03,99.23,-20.94,1.551
10340,33.30558667,44.23168903,4.84,5.86,-20.58,-15.25,1.476
10366,33.40008213,51.06623342,5.31,16.39,347.43,-170.79,0.926
10418,33.56042796,-67.84155199,5.57,4.41,25.19,45.66,1.556
10440,33.63317374,-41.16670109,5.91,9.77,-20.87,-26.12,0.965
10513,33.86899336,-67.74633515,5.67,6.97,43.01,-12.65,1.306
10535,33.92847664,25.04325530,5.57,20.77,-88.69,-87.16,0.520
10540,33.94139916,25.78309877,5.79,24.93,176.41,-66.38,0.439
10559,33.98456296,33.35897589,5.25,11.13,-14.86,-33.25,-0.004
10602,34.12708452,-51.51211145,3.56,21.06,90.75,-21.90,-0.120
10642,34.24578955,-6.42185630,5.51,9.58,93.21,-106.93,0.962
10644,34.26007346,34.22482985,4.84,92.20,1151.61,-246.32,0.607
10670,34.32848216,33.84732099,4.03,27.73,44.91,-52.42,0.019
10718,34.49925395,57.89980835,5.75,8.61,60.79,5.04,1.175
10723,34.50510951,1.75689975,5.60,40.04,365.99,371.16,0.588
10729,34.51916463,57.51632574,5.99,4.59,-13.48,-1.81,1.039
10732,34.53144339,19.90116135,5.58,8.42,-16.07,0.90,0.011
10793,34.73745342,28.64267411,5.29,9.31,6.72,-0.04,0.037
10819,34.82019851,47.37998782,5.31,12.77,-60.05,-6.06,0.006
10871,34.97602796,-55.94484169,5.81,5.78,23.32,18.71,1.570
10944,35.24238707,50.15154156,5.57,9.15,38.84,-31.23,-0.089
11001,35.43759585,-68.65942390,4.08,24.10,-50.07,2.38,0.034
11021,35.48597927,0.39569203,5.29,2.49,-13.41,-6.81,1.648
11029,35.50600237,-10.77733458,5.43,33.48,153.43,-81.89,0.364
11033,35.52073828,-17.66202807,5.89,6.47,9.02,-58.12,1.231
11046,35.55169522,-0.88474037,5.42,11.68,-17.62,-45.98,0.335
11060,35.58930899,55.84565637,5.16,1.59,0.36,-1.19,0.369
11072,35.63508730,-23.81631542,5.19,45.60,197.34,-4.39,0.608
11090,35.70984185,41.39653472,5.81,21.16,-74.20,-97.68,0.289
11095,35.71864225,-73.64582097,5.99,10.26,-81.59,11.84,1.088
11102,35.72772659,-51.09228926,5.90,16.30,22.09,66.01,0.213
11220,36.10372497,50.00663318,5.19,8.69,24.54,-35.79,0.979
11249,36.20435282,10.61059804,5.48,5.41,19.63,-13.60,-0.098
11258,36.22497693,-60.31162902,5.36,20.40,-71.08,-131.04,0.395
11313,36.40583743,50.27866588,4.73,9.46,23.79,-14.35,1.532
11345,36.48755111,-12.29045200,4.88,6.17,-11.71,-11.37,-0.027
11348,36.50156687,-15.34111517,5.88,15.24,-44.31,-54.13,0.116
11381,36.64651715,-20.04286354,5.89,11.47,86.18,101.46,1.247
11407,36.74627081,-47.70382692,4.24,6.17,19.97,-5.44,-0.136
11432,36.86578353,31.80134872,5.55,11.39,-23.81,-28.18,1.114
11477,37.00704179,-33.81105246,5.13,21.35,18.56,5.52,0.089
11484,37.03965786,8.46008870,4.30,18.53,41.72,-14.46,-0.053
11486,37.04162643,29.66953828,5.29,21.01,-14.81,-85.50,0.311
11548,37.20224439,29.93158402,5.89,32.48,-65.37,72.52,0.591
11569,37.26661741,67.40238385,4.46,23.04,-27.92,37.06,0.153
11670,37.63464227,25.23521368,5.88,19.59,61.69,-72.93,0.412
11738,37.87534312,2.26720689,5.27,6.85,22.75,-10.40,1.271
11757,37.91716991,-79.10924959,5.27,11.18,137.14,-54.42,0.981
11767,37.94614689,89.26413805,1.97,7.56,44.22,-11.74,0.636
11783,38.02198846,-15.24431990,4.74,38.73,-80.92,-146.84,0.454
11784,38.02556633,36.14723132,5.15,8.33,47.82,16.43,1.472
11791,38.03931801,-1.03481751,5.36,12.27,-26.47,-32.34,1.004
11840,38.21940851,34.54245642,5.84,12.54,-54.69,-19.22,1.083
11867,38.27932880,-34.64992327,5.91,8.58,-17.41,-17.94,1.064
11918,38.46130170,-28.23234010,4.96,7.19,-12.69,-1.40,-0.050
12002,38.67745683,-7.85928850,5.74,5.94,60.32,-64.45,1.393
12072,38.91142631,37.31229050,5.72,4.82,-0.91,-11.38,1.389
12086,38.94498948,34.68768289,5.38,-0.60,19.55,-51.20,1.652
12093,38.96870420,5.59330163,4.87,8.77,-28.89,-22.76,0.880
12107,39.00028366,-7.83145306,5.53,6.31,-33.57,-59.29,1.607
12114,39.01596864,6.88336423,5.79,138.72,1806.27,1442.50,0.918
12122,39.03865189,-30.04496366,5.74,5.02,-15.95,-5.75,1.017
12148,39.14626535,7.73007761,5.81,11.18,-56.19,-21.21,1.040
12153,39.15728620,12.44784628,5.64,28.40,279.53,-85.40,0.516
12181,39.23782977,38.73398283,5.91,18.42,145.04,-165.36,0.502
12186,39.24425358,-34.57734519,5.78,39.16,-18.27,-259.92,0.653
12225,39.35110362,-52.54308845,5.30,22.49,111.29,1.05,0.289
12239,39.40002834,65.74535775,5.80,4.00,42.97,-8.85,1.561
12247,39.42407297,-3.39606767,5.65,10.29,38.95,-44.05,1.021
12273,39.50870051,72.81821481,5.17,12.73,-28.90,15.16,0.896
12288,39.57748196,-30.19388274,5.84,27.99,98.67,-73.97,0.476
12332,39.70416245,21.96144509,5.45,9.41,-7.08,-15.12,0.168
12387,39.87061789,0.32851680,4.08,5.04,14.44,-2.53,-0.212
12390,39.89054885,-11.87158159,4.83,36.99,172.01,-236.31,0.447
12394,39.89676530,-68.26694760,4.12,21.27,87.40,0.56,-0.061
12413,39.94966387,-42.89163328,4.74,25.15,92.11,-15.07,0.061
12444,40.05209879,-9.45268375,5.79,46.42,-138.45,-78.69,0.524
12484,40.16491631,-54.54992422,5.21,20.49,32.76,5.24,0.411
12486,40.16638213,-39.85530905,4.11,22.42,135.17,-27.34,1.006
12489,40.17097186,27.06100903,5.30,13.97,64.49,-27.29,0.081
12530,40.30779517,-0.69534847,5.72,46.24,218.94,-125.30,0.511
12562,40.39221887,-14.54941172,5.98,20.29,-5.85,55.86,0.429
12608,40.52746495,-38.38371780,5.99,8.59,20.46,12.95,0.917
12623,40.56220350,40.19438688,4.91,40.52,-16.84,-182.29,0.582
12640,40.59134429,20.01157690,5.74,9.64,27.49,-46.08,-0.017
12653,40.63816025,-50.80082665,5.40,58.00,333.73,219.21,0.561
12686,40.74778071,53.52618220,5.85,7.90,57.18,-31.68,1.125
12692,40.76167775,55.10607111,5.76,7.76,34.78,-21.32,-0.110
12706,40.82551897,3.23617162,3.47,39.78,-146.43,-145.27,0.093
12719,40.86296031,27.70717078,4.65,8.82,3.51,-9.97,-0.122
12768,41.02149224,44.29705480,5.43,4.71,2.00,-6.08,0.904
12770,41.03064356,-13.85867594,4.24,7.40,-7.58,-8.40,-0.122
12777,41.04869991,49.22866639,4.10,89.03,334.03,-89.96,0.514
12803,41.13737997,15.31189952,5.78,6.76,4.29,-15.63,-0.024
12821,41.20695883,67.82470926,5.95,8.02,17.48,-32.55,0.136
12828,41.23488901,10.11421979,4.27,38.71,285.17,-30.40,0.311
12832,41.23961417,12.44596709,5.17,26.15,124.10,-84.80,0.234
12843,41.27492276,-18.57265077,4.47,71.56,330.93,36.28,0.481
12871,41.36438582,-63.70453152,5.73,18.23,19.39,-8.81,0.932
12876,41.38555249,-67.61672400,4.83,11.06,66.50,44.02,0.058
13055,41.94847766,81.44866603,5.80,6.54,18.78,-78.40,1.300
13061,41.97683942,29.24742385,4.52,18.06,148.42,-125.76,1.112
13108,42.13359632,18.28387012,5.83,6.50,42.54,-32.75,1.216
13121,42.19112221,25.18807322,5.89,7.08,54.17,-3.92,-0.033
13141,42.25569560,-62.80659207,5.25,19.73,94.53,29.02,0.101
13147,42.27233113,-32.40628403,4.45,19.31,86.96,158.96,0.981
13165,42.32315708,17.46434448,5.26,5.41,3.65,-14.61,-0.066
13202,42.47562958,-27.94203549,5.39,5.88,46.55,22.19,0.013
13209,42.49578911,27.26079044,3.61,20.45,65.47,-116.59,-0.100
13225,42.56144528,-35.84368582,5.92,6.52,51.52,20.27,0.899
13244,42.61890350,-75.06688108,4.76,9.92,-33.95,-27.18,1.337
13254,42.64547584,38.31890838,4.22,25.54,195.68,-108.92,0.343
13265,42.66834974,-35.67571664,5.48,6.14,3.86,-54.37,1.259
13268,42.67413655,55.89552955,3.77,2.45,16.64,-13.76,1.690
13288,42.75977464,-21.00397890,4.76,17.85,-39.00,-16.63,0.906
13327,42.87319979,15.08212726,5.52,6.80,31.26,-23.29,-0.099
13328,42.87846216,35.05989415,4.56,7.97,9.29,-63.02,1.554
13339,42.92396836,46.84200204,5.86,8.21,-26.24,-25.75,0.903
13367,42.99478506,68.88851683,5.94,2.31,2.00,-8.17,0.700
13473,43.39313847,-38.43708698,5.93,16.83,58.88,34.27,0.437
13479,43.39695392,-22.37612257,5.93,10.73,85.60,-76.11,1.041
13490,43.42740906,38.33767914,5.34,13.87,47.62,-78.48,0.423
13531,43.56442700,52.76248991,3.93,13.15,-1.99,-4.53,0.758
13654,43.95209490,18.33167607,5.76,8.08,-8.08,-14.91,1.452
13665,43.98642959,61.52106281,5.59,37.78,145.07,30.84,0.445
13679,44.05720205,8.38177807,5.97,22.46,69.83,-88.32,0.478
13701,44.10668245,-8.89760976,3.89,24.49,77.73,-219.99,1.088
13702,44.10825985,18.02365076,5.58,28.24,281.23,-218.84,0.471
13717,44.15602146,-3.71221461,5.16,17.28,-35.75,-43.31,0.084
13775,44.32200201,31.93429432,5.10,8.43,3.02,-31.13,-0.007
13782,44.34875521,-23.86207670,5.44,20.54,101.47,-35.81,0.238
13834,44.52114653,20.66881016,5.80,31.41,234.79,-31.64,0.415
13835,44.52369967,-23.60613828,5.82,4.99,71.99,51.95,1.334
13847,44.56548180,-40.30473491,2.88,20.22,-53.53,25.71,0.128
13874,44.67538999,-2.78272383,5.22,10.20,-28.70,-62.96,0.014
13879,44.69021034,39.66282739,4.68,10.02,25.88,-40.67,0.065
13884,44.69902505,-64.07129717,4.98,10.40,22.96,5.39,0.126
13905,44.76545740,35.18311415,4.94,9.31,-46.49,5.81,1.235
13914,44.80305773,21.34044477,4.63,11.15,-13.04,-6.55,0.048
13942,44.90027293,-25.27433851,5.69,30.92,181.75,84.67,0.427
13949,44.91611677,41.03305347,5.89,4.18,14.69,-46.40,1.445
13951,44.92151015,-2.46490094,5.56,9.76,-4.56,-20.82,-0.072
13954,44.92873469,8.90740111,4.71,7.69,9.22,-14.92,-0.109
13965,44.95742747,47.22063875,5.47,5.85,11.87,22.35,0.869
14036,45.18372171,10.87047197,5.93,7.39,81.25,-34.38,1.593
14043,45.21743352,52.35179769,5.24,4.10,31.20,-21.99,-0.049
14060,45.29152748,-7.66283629,5.75,10.71,97.77,-72.10,1.043
14086,45.40604298,-28.09048221,5.88,32.94,282.98,-440.90,0.794
14109,45.47562665,26.46234187,5.91,15.24,-13.85,4.93,0.141
14110,45.48372163,-9.96139327,5.84,11.55,43.54,-5.52,1.092
14131,45.56415553,-71.90249547,5.51,6.21,27.18,15.95,-0.125
14135,45.56991279,4.08992539,2.54,14.82,-11.81,-78.76,1.630
14143,45.59378383,4.35287042,5.62,7.32,16.70,5.64,-0.107
14146,45.59830468,-23.62433613,4.08,37.85,-145.96,-55.76,0.163
14168,45.67608040,-7.68546315,5.32,12.65,26.33,-3.55,0.941
14187,45.73267366,-46.97504226,5.81,3.97,24.77,2.42,1.304
14240,45.90376552,-59.73761994,5.12,23.67,-72.81,-63.89,0.349
14293,46.06865515,-7.60089934,5.26,23.22,65.43,17.41,0.193
14328,46.19912598,53.50645031,2.91,12.72,0.50,-4.19,0.716
14354,46.29373754,38.84053298,3.32,10.03,128.69,-106.61,1.528
14376,46.36119708,25.25519906,5.45,8.11,3.99,-10.10,-0.031
14382,46.38510717,56.70554810,4.77,15.95,-13.49,70.34,1.018
14417,46.53313395,79.41851027,5.49,4.69,-34.64,10.28,1.569
14439,46.59869819,13.18740263,5.64,10.21,-3.31,-62.68,1.087
14456,46.63953388,-6.08854227,5.23,6.10,7.12,-5.11,1.575
14502,46.82923690,64.05760178,5.89,5.85,-13.65,-3.18,-0.020
14521,46.88292015,-78.98942329,5.67,13.13,79.07,73.56,0.298
14576,47.04220716,40.95565120,2.09,35.14,2.39,-1.44,-0.003
14632,47.26201363,49.61350009,4.05,94.93,1262.29,-91.53,0.595
14668,47.37345463,44.85788896,3.79,29.05,173.01,-142.05,0.980
14677,47.40303182,29.07711221,5.74,2.89,22.14,-13.22,0.115
14764,47.66156390,11.87269252,5.97,6.24,30.74,-26.98,-0.061
14817,47.82250605,39.61157075,4.61,10.69,-26.21,4.78,1.115
14838,47.90695691,19.72669777,4.35,19.44,154.61,-8.39,1.033
14844,47.92855231,81.47071191,5.92,16.13,-45.62,-0.93,0.149
14862,47.98432711,74.39386878,4.85,20.15,14.46,-86.21,0.035
14879,48.01783332,-28.98910623,3.80,70.86,371.49,612.26,0.543
14893,48.05932746,27.25701296,5.78,8.78,11.77,-18.34,-0.106
14913,48.10699596,-44.41965395,5.92,22.83,82.73,-2.61,0.440
14915,48.10987466,6.66088598,5.55,4.18,-8.09,-1.26,1.011
14930,48.13808292,-57.32158199,5.71,2.48,18.65,13.55,2.419
14954,48.19301506,-1.19593294,5.07,44.69,193.43,-69.23,0.575
15004,48.34940955,48.17699884,5.93,10.47,16.89,-18.75,0.972
15110,48.72547816,21.04462873,4.87,9.59,-29.83,-77.15,-0.007
15154,48.83519839,30.55667481,5.61,7.52,-16.56,6.01,0.012
15192,48.94988581,57.14062522,5.79,2.02,-1.95,-2.00,0.644
15197,48.95844499,-8.81984050,4.80,27.18,-3.82,45.52,0.232
15201,48.98899185,-77.38860498,5.51,34.02,113.20,62.00,0.438
15219,49.05085271,50.93771066,5.04,3.91,-1.31,-19.23,1.107
15241,49.14663457,32.18421948,5.98,5.92,-4.10,-83.07,0.988
15305,49.36084175,-47.75173770,5.84,6.89,-6.90,30.31,1.228
15330,49.43528798,-62.57689893,5.53,82.51,1337.83,648.71,0.641
15334,49.44057220,39.28341373,5.97,5.37,22.23,-16.69,0.056
15338,49.44721595,44.02508193,5.49,5.06,26.61,-23.72,-0.060
15357,49.51038343,-28.79703600,5.93,16.14,155.37,-16.12,0.337
15371,49.54640411,-62.50793537,5.24,82.79,1331.10,646.84,0.600
15382,49.59206509,-22.51114978,4.86,12.79,12.55,13.07,0.904
15383,49.59282830,-0.93014105,5.62,14.68,251.68,-60.59,1.050
15404,49.65717026,50.22223526,5.16,6.18,22.45,-25.10,-0.073
15411,49.67113524,-18.55964006,5.72,27.33,124.90,-63.27,0.381
15416,49.68259978,34.22267370,4.85,2.21,1.29,-8.68,1.491
15444,49.78174379,50.09502752,5.05,6.78,22.38,-25.26,-0.067
15457,49.83974536,3.36997055,4.84,109.18,268.88,93.53,0.681
15474,49.87904033,-21.75794210,3.70,12.63,51.35,32.20,1.614
15479,49.89542972,-24.12284680,5.63,2.78,5.94,-22.68,1.663
15510,49.97177014,-43.07154929,4.26,165.02,3038.08,726.34,0.711
15514,49.98255370,27.07130717,5.91,15.88,-24.74,-71.10,0.860
15520,49.99690314,65.65232717,4.74,4.07,11.27,-14.32,-0.108
15547,50.08158506,77.73490142,5.44,12.36,64.90,-66.20,0.211
15549,50.08485949,29.04849835,4.47,5.09,-8.21,-16.42,1.555
15619,50.27821082,3.67568149,5.70,11.23,56.05,-25.17,0.964
15627,50.30671225,21.14714057,5.27,7.06,21.68,-22.41,-0.067
15643,50.35010618,-23.63508924,5.50,7.75,-24.17,-18.93,0.885
15648,50.36086309,43.32965174,4.96,21.00,-60.43,-0.38,0.051
15669,50.46821583,49.07105892,5.94,21.86,180.91,-63.45,0.468
15696,50.54954371,27.60757659,5.55,3.35,4.42,-9.88,1.100
15737,50.68863399,20.74210510,5.10,10.23,-49.22,-14.88,1.231
15770,50.80490169,49.21333010,5.32,5.22,20.70,-24.96,-0.076
15861,51.07693671,24.72418789,5.50,14.18,15.72,-51.42,1.190
15863,51.08061889,49.86124281,1.79,5.51,24.11,-26.01,0.481
15876,51.12366306,33.53601771,5.78,6.19,31.87,-22.99,-0.001
15890,51.16900549,64.58599618,5.13,2.61,-3.24,0.13,2.038
15900,51.20349011,9.02906504,3.61,15.42,-74.25,-80.31,0.887
15968,51.40105611,-69.33659399,5.96,25.45,-0.41,64.81,0.415
16029,51.59383221,-27.31760910,5.93,7.52,7.67,53.45,0.934
16083,51.79217049,9.73277240,3.73,14.68,53.61,-38.12,-0.082
16112,51.88902397,-35.68133899,5.71,7.02,76.73,6.38,1.284
16142,52.00395041,-11.28648689,5.74,9.58,-1.48,-46.39,1.102
16147,52.01270885,49.06293148,4.99,5.72,21.94,-26.83,-0.091
16168,52.08616659,33.80769703,5.72,9.51,28.13,-57.43,0.048
16210,52.21794573,49.84844583,5.58,5.89,22.51,-25.55,-0.054
16228,52.26722684,59.94033461,4.21,0.76,-0.82,-1.85,0.419
16244,52.34179296,49.50901919,4.67,5.84,22.16,-29.18,-0.096
16245,52.34244352,-62.93843436,4.71,46.65,383.05,373.11,0.410
16263,52.40009401,-12.67474889,5.57,7.76,7.74,4.95,0.171
16281,52.47810837,58.87875244,4.55,1.32,-1.94,-1.14,0.489
16285,52.47997851,-42.63425261,5.76,16.04,-59.48,-1.45,0.205
16290,52.49552432,-78.35178497,5.68,10.63,-11.26,-26.72,0.932
16292,52.50095974,55.45183695,5.09,17.07,-45.38,-11.77,0.022
16322,52.60198294,11.33648129,5.14,7.82,-11.71,-16.08,-0.041
16335,52.64367585,47.99517199,4.36,9.23,1.56,18.13,1.367
16339,52.65374344,-47.37517410,5.98,8.81,64.60,20.03,0.116
16340,52.65388405,48.10365477,5.82,3.75,21.23,-24.00,-0.033
16341,52.65437447,-5.07516332,4.74,8.57,13.31,7.34,-0.092
16358,52.68914607,6.18874381,5.93,6.31,42.38,-16.79,0.953
16368,52.71534366,-66.48971810,5.81,3.83,16.99,1.70,-0.055
16369,52.71819576,12.93668186,4.14,9.05,18.94,-1.55,1.112
16470,53.03575392,48.02353391,5.47,5.57,22.84,-23.78,-0.101
16489,53.08214603,84.91136314,5.62,9.18,62.36,-133.04,0.894
16499,53.10960058,46.05704336,5.30,27.46,-52.77,-74.74,0.398
16509,53.14465247,-50.37884857,5.67,10.63,94.26,83.16,1.101
16511,53.14970799,9.37355768,5.76,9.18,32.55,-49.15,-0.072
16518,53.16675711,35.46172039,5.91,1.99,-6.72,3.66,-0.084
16537,53.23509009,-9.45830584,3.72,310.75,-976.44,17.97,0.881
16591,53.39592658,39.89959026,5.79,18.29,17.06,-45.98,0.139
16599,53.41292455,54.97486087,5.98,14.71,-41.31,-1.63,0.114
16611,53.44686638,-21.63281597,4.26,11.02,44.91,-27.47,-0.106
16664,53.61093000,24.46447543,5.95,6.28,2.70,-33.96,0.123
16780,53.99021710,-11.19397792,5.56,8.60,23.65,80.60,0.915
16803,54.07246744,-17.46704107,5.24,6.89,33.35,-9.65,-0.117
16826,54.12233383,48.19270068,4.32,4.66,21.41,-27.58,-0.058
16846,54.19711994,0.58815498,5.82,34.52,-32.98,-163.45,0.885
16852,54.21882896,0.40283316,4.29,72.89,-232.69,-482.00,0.575
16870,54.27365880,-40.27451075,4.57,14.88,2.77,-14.23,1.023
16989,54.62189268,-7.39170945,5.86,8.35,-1.06,-63.16,0.980
17027,54.75469049,-5.62570656,5.97,28.44,-13.53,-207.06,0.921
17103,54.96309860,3.05684307,5.55,8.14,-36.61,8.32,0.931
17167,55.15972132,-5.21069726,5.53,4.41,0.14,-3.64,-0.145
17203,55.28267183,37.58026421,5.55,4.04,22.86,-27.30,-0.062
17296,55.53894572,63.21675891,5.06,6.27,-16.97,19.34,1.651
17304,55.56207975,-31.93839587,4.99,4.45,5.16,14.23,-0.159
17309,55.57893663,19.70028593,5.68,7.97,5.82,-13.24,-0.016
17313,55.59434812,33.96503899,4.97,3.53,4.39,-5.21,-0.048
17342,55.67805920,59.96938466,5.74,1.48,0.56,2.75,1.736
17351,55.70884185,-37.31334485,4.59,18.34,-90.81,-71.42,1.191
17358,55.73117540,47.78765330,3.01,6.18,23.83,-41.93,-0.125
17378,55.81231706,-9.76519868,3.52,110.58,-91.71,742.23,0.915
17395,55.89099355,-10.48561144,5.59,23.30,-7.97,-20.23,0.216
17440,56.04814541,-64.80709398,3.84,32.71,308.39,78.72,1.133
17448,56.07969347,32.28827325,3.84,2.21,8.11,-10.32,0.022
17457,56.12711667,-1.16307844,5.24,4.99,3.62,-5.26,-0.088
17460,56.13082016,36.46020384,5.60,9.83,48.24,-41.44,0.062
17489,56.20084227,24.28957712,5.45,9.75,20.73,-44.00,-0.034
17499,56.21884811,24.11344840,3.72,8.80,21.55,-44.92,-0.105
17506,56.23526063,-0.29671559,5.56,9.28,60.54,-1.86,1.411
17527,56.29052841,24.83937337,5.66,8.87,19.03,-46.64,-0.064
17529,56.29851422,42.57854437,3.77,5.86,-14.59,1.75,0.425
17531,56.30200876,24.46737879,4.30,8.75,19.35,-41.63,-0.110
17534,56.31616344,-47.35945424,5.72,8.93,-3.07,-9.03,0.961
17563,56.41846008,6.05002905,5.34,5.54,20.61,-15.61,-0.099
17573,56.45663804,24.36785796,3.87,9.06,21.09,-45.03,-0.063
17579,56.47693278,24.55462128,5.76,8.43,19.44,-45.36,-0.036
17584,56.49685459,45.68194432,5.66,3.14,17.51,-18.44,-0.080
17585,56.50339866,67.20188088,5.79,18.06,82.08,-113.37,0.347
17587,56.50971937,63.34506772,4.78,4.08,-0.94,-8.41,0.747
17593,56.53542672,-12.10173530,4.43,6.56,55.59,60.03,1.604
17595,56.53901620,6.80365522,5.91,9.68,-1.82,-55.42,0.992
17608,56.58150135,23.94846207,4.14,9.08,21.17,-42.67,-0.051
17618,56.61426555,-29.33816606,5.91,9.90,7.18,3.80,0.110
17651,56.71245432,-23.24843800,4.22,55.79,-159.86,-528.54,0.434
17678,56.80929799,-74.23924251,3.26,15.23,51.07,115.27,1.590
17702,56.87110065,24.10524193,2.85,8.87,19.35,-43.11,-0.086
17717,56.91508473,-23.87479582,5.24,11.98,48.02,49.01,0.075
17738,56.98342907,-30.16732063,5.52,11.55,26.20,-231.06,0.973
17771,57.06771677,11.14336637,5.08,5.77,28.25,-29.82,-0.125
17776,57.08668426,23.42136355,5.44,9.64,19.14,-46.80,-0.067
17798,57.14884582,-20.90293608,5.81,3.93,-29.81,-16.70,1.602
17797,57.14926223,-37.62012878,4.30,20.23,75.83,-10.69,-0.038
17805,57.16215134,0.22787124,5.91,6.58,65.55,-6.01,1.224
17846,57.28384500,43.96302293,5.95,14.43,-7.03,29.53,0.279
17847,57.29054669,24.05352412,3.62,8.57,17.77,-44.70,-0.070
17851,57.29668368,24.13682565,5.05,8.42,18.71,-46.74,-0.082
17854,57.30708659,70.87120237,5.40,10.02,20.91,-62.70,0.096
17874,57.36367035,-36.20011250,4.17,15.54,-49.42,-56.63,0.927
17884,57.38035594,65.52600645,4.39,3.38,-2.50,-13.98,1.870
17886,57.38626020,33.09138142,5.14,10.96,-18.15,0.30,0.057
17891,57.40258833,63.29710438,5.82,14.11,-17.80,-56.65,0.189
17932,57.51854760,44.96792105,5.65,9.41,-37.80,-26.82,0.779
17954,57.57881165,25.57964862,5.24,16.96,36.37,-117.95,0.231
17959,57.58948256,71.33236777,4.59,9.73,18.27,-42.00,0.064
18081,57.97381828,34.35912920,5.78,3.15,4.28,-4.22,-0.036
18089,58.00093529,6.53491424,5.66,4.63,7.60,-2.80,0.046
18141,58.17355849,-5.36124167,5.48,6.49,3.24,-7.10,-0.090
18170,58.29149356,17.32715595,5.97,24.14,143.97,-29.93,0.354
18199,58.38876601,-46.89358860,5.93,9.06,17.65,-35.18,1.220
18212,58.41112532,48.65056848,5.76,7.58,37.72,-30.08,1.040
18213,58.41218403,-34.73229529,5.11,9.19,31.99,-0.81,-0.133
18216,58.42784574,-24.61221253,4.64,8.46,30.93,-7.18,-0.136
18217,58.42996876,57.97536931,5.80,19.14,85.08,-93.81,0.182
18246,58.53299363,31.88365776,2.84,3.32,4.41,-9.15,0.271
18255,58.57286091,-2.95473348,4.46,9.46,26.42,1.49,0.672
18262,58.59657689,-40.35702900,5.70,6.32,-22.06,8.30,0.599
18339,58.81739077,-12.09905104,5.99,20.41,-76.94,-22.14,0.323
18396,58.99232459,47.87147012,5.39,3.86,17.57,-20.62,-0.073
18434,59.11953366,35.08090840,5.49,3.36,2.56,-3.96,-0.058
18453,59.15181574,50.69569169,5.28,24.51,94.13,-127.90,0.425
18471,59.21680322,22.47825021,5.62,22.31,69.43,-114.82,0.345
18488,59.28455287,61.10891703,4.99,1.76,-3.40,-14.06,1.435
18505,59.35598140,63.07224944,4.95,9.65,7.58,6.01,-0.074
18532,59.46342138,40.01027315,2.90,6.06,12.61,-24.06,-0.199
18543,59.50720862,-13.50824471,2.97,14.75,60.51,-111.34,1.588
18597,59.68640623,-61.40015059,4.56,6.15,9.79,-14.39,1.590
18606,59.71842188,-5.46952376,5.85,22.88,-46.75,-174.03,1.001
18614,59.74124892,35.79102701,3.98,1.84,1.92,2.30,0.016
18647,59.87555244,-12.57433214,5.61,3.66,-1.40,-38.11,1.479
18673,59.98115045,-24.01625677,4.62,9.85,11.41,17.08,-0.121
18723,60.16926440,-30.49070974,5.93,9.09,47.49,5.15,0.036
18724,60.17008591,12.49037571,3.41,8.81,-8.15,-11.98,-0.099
18735,60.20285787,18.19406866,5.89,21.99,129.49,-28.27,0.319
18744,60.22418760,-62.15936923,4.48,6.65,1.80,34.95,1.500
18772,60.32529605,-61.07905148,4.97,9.85,66.66,94.51,1.386
18788,60.38347446,-1.54962625,5.28,7.20,27.96,-13.79,-0.133
18805,60.44222088,9.99801393,5.67,5.77,5.59,1.13,0.005
18859,60.65273634,-0.26831052,5.38,52.00,151.20,-252.03,0.516
18907,60.78907003,5.98930909,3.91,25.24,5.52,-1.63,0.032
18957,60.93584928,5.43563754,5.32,3.12,1.23,-5.40,-0.080
18975,60.98543787,8.19720135,5.45,27.80,168.35,27.98,0.371
18993,61.04078184,2.82725258,5.36,28.87,149.52,-125.67,0.505
19009,61.09030699,24.10602640,5.46,3.42,-0.31,-13.82,0.813
19011,61.09461008,-12.79233884,5.62,8.12,15.85,17.95,1.062
19018,61.11318196,59.15550819,5.00,1.88,-1.79,-0.38,0.495
19038,61.17357446,22.08206790,4.36,18.04,91.73,-58.52,1.064
19076,61.33395641,22.00922152,5.90,59.79,172.61,-130.08,0.620
19095,61.40543294,-27.65203636,5.59,23.16,200.52,94.21,0.324
19129,61.51320978,68.67996526,5.88,5.23,7.29,3.00,1.543
