ra,dec,z,cap
172.2887,-4.5228,0.04580,NGP
172.2531,-5.5766,0.13620,NGP
172.2253,-2.8330,0.09660,NGP
172.2237,-3.1196,0.14290,NGP
172.2045,-4.9222,0.11690,NGP
172.1901,-4.6938,0.04190,NGP
172.1789,-6.3255,0.08160,NGP
172.1693,-4.6863,0.08050,NGP
172.1661,-4.7356,0.16440,NGP
172.0932,-3.0092,0.11880,NGP
172.0923,-4.7671,0.06420,NGP
172.0909,-6.3495,0.11100,NGP
172.0655,-3.4311,0.06260,NGP
172.0275,-5.1998,0.09430,NGP
172.0252,-6.0214,0.06400,NGP
172.0002,-6.0308,0.06130,NGP
171.9727,-4.9173,0.11740,NGP
171.9594,-4.4491,0.11830,NGP
171.9352,-3.2153,0.07500,NGP
171.9172,-5.7479,0.08800,NGP
171.8702,-5.5054,0.02900,NGP
171.8576,-3.2313,0.13600,NGP
171.8542,-3.6556,0.11870,NGP
171.8062,-4.8558,0.05850,NGP
171.7954,-3.2059,0.06220,NGP
171.7627,-5.3580,0.09680,NGP
171.6191,-4.5916,0.07370,NGP
171.5920,-6.2989,0.09880,NGP
171.5724,-3.7145,0.11230,NGP
171.5701,-2.8657,0.14230,NGP
171.5264,-5.0842,0.08920,NGP
171.4487,-4.3173,0.09270,NGP
171.4189,-5.9337,0.07260,NGP
171.4165,-4.9783,0.04860,NGP
171.3453,-5.5941,0.07110,NGP
171.3294,-3.7793,0.08090,NGP
171.2843,-4.4657,0.05800,NGP
171.2416,-4.4470,0.17400,NGP
171.2040,-3.3229,0.12170,NGP
171.1660,-3.4202,0.14690,NGP
171.1558,-4.4769,0.14020,NGP
171.1270,-5.3606,0.08750,NGP
171.0810,-4.7279,0.17300,NGP
171.0485,-4.9318,0.17340,NGP
170.9995,-3.2218,0.10570,NGP
170.9540,-5.3032,0.13600,NGP
170.9175,-5.6431,0.09530,NGP
170.9045,-5.5326,0.09720,NGP
170.8772,-5.0094,0.09750,NGP
170.8113,-3.4535,0.11050,NGP
170.7655,-3.7952,0.11320,NGP
170.7393,-5.0156,0.02520,NGP
170.7222,-5.5109,0.13300,NGP
170.6720,-4.7619,0.03690,NGP
170.6647,-5.1510,0.02700,NGP
170.5460,-4.7727,0.16310,NGP
170.4810,-4.3336,0.02700,NGP
170.4764,-3.9511,0.04560,NGP
170.4542,-5.5169,0.17580,NGP
170.4315,-5.9061,0.02430,NGP
170.3468,-4.5715,0.02440,NGP
170.2967,-4.9178,0.08580,NGP
170.2945,-3.3107,0.17910,NGP
170.2628,-4.3975,0.05350,NGP
170.2335,-2.8490,0.11980,NGP
170.2330,-3.2113,0.11950,NGP
170.2039,-4.8376,0.02470,NGP
170.2003,-3.8646,0.09140,NGP
170.1750,-3.6487,0.09690,NGP
170.1650,-4.0090,0.19150,NGP
170.1511,-4.3486,0.05330,NGP
170.1481,-6.3672,0.09770,NGP
170.1381,-3.8266,0.05240,NGP
170.1107,-4.6778,0.04530,NGP
170.0817,-3.3835,0.02480,NGP
170.0252,-4.5551,0.08290,NGP
170.0173,-3.8273,0.02970,NGP
170.0045,-4.2060,0.11150,NGP
169.9313,-5.1819,0.11430,NGP
169.9217,-3.2526,0.02530,NGP
169.9184,-4.2143,0.08310,NGP
169.8510,-4.0651,0.08330,NGP
169.7575,-6.2961,0.05950,NGP
169.7467,-5.5597,0.08820,NGP
169.7137,-2.8667,0.16250,NGP
169.5916,-5.8384,0.16830,NGP
169.5835,-4.6444,0.05580,NGP
169.5797,-4.9586,0.13080,NGP
169.5738,-3.8605,0.05960,NGP
169.5543,-4.3009,0.10260,NGP
169.5502,-5.0846,0.12850,NGP
169.5410,-5.1826,0.09840,NGP
169.5203,-3.9362,0.19210,NGP
169.5176,-3.8768,0.12030,NGP
169.4706,-5.8337,0.10150,NGP
169.4433,-5.1310,0.10370,NGP
169.4347,-3.3043,0.09350,NGP
169.4202,-4.4609,0.04610,NGP
169.3981,-3.2006,0.11660,NGP
169.3622,-5.4559,0.03820,NGP
169.3594,-3.2136,0.13410,NGP
169.3533,-5.7331,0.02100,NGP
169.0643,-5.2475,0.09390,NGP
169.0496,-6.4991,0.08450,NGP
169.0555,-5.2938,0.08790,NGP
169.0352,-3.4393,0.15050,NGP
169.0195,-2.9470,0.13410,NGP
168.9999,-6.3503,0.10020,NGP
168.9691,-2.8319,0.11740,NGP
168.9007,-6.4631,0.06600,NGP
168.8963,-6.5224,0.09960,NGP
168.8738,-3.0278,0.11240,NGP
168.8639,-5.6498,0.08720,NGP
168.8513,-3.7754,0.11320,NGP
168.7959,-5.4423,0.10440,NGP
168.8029,-3.3985,0.02490,NGP
168.7638,-4.7567,0.13520,NGP
168.7165,-5.2456,0.11360,NGP
168.6750,-4.6415,0.19000,NGP
168.6449,-5.3189,0.08870,NGP
168.6157,-5.0898,0.04630,NGP
168.5998,-2.8320,0.13050,NGP
168.5632,-5.1522,0.11380,NGP
168.5493,-3.9071,0.10190,NGP
168.5300,-5.2022,0.07220,NGP
168.5247,-3.8425,0.08140,NGP
168.4685,-3.7907,0.05090,NGP
168.4608,-2.8321,0.08170,NGP
168.4207,-4.3728,0.03920,NGP
168.3767,-4.3055,0.08380,NGP
168.3427,-4.9483,0.15790,NGP
168.3026,-5.5867,0.04630,NGP
168.2675,-6.1812,0.04880,NGP
168.2572,-3.4626,0.04000,NGP
168.2535,-4.4080,0.04680,NGP
168.2320,-5.4509,0.12500,NGP
168.2045,-5.9031,0.08670,NGP
168.1412,-6.2832,0.04440,NGP
178.1207,-3.5161,0.09200,NGP
178.0849,-3.5282,0.04250,NGP
178.0546,-4.2348,0.08170,NGP
177.9450,-2.8540,0.12990,NGP
177.9321,-4.8133,0.16630,NGP
177.9245,-3.8363,0.13000,NGP
177.9010,-2.8394,0.15490,NGP
177.9000,-4.5118,0.08390,NGP
177.8602,-3.1488,0.09000,NGP
177.8520,-2.9850,0.09020,NGP
177.8467,-3.2309,0.12710,NGP
177.8508,-4.6513,0.07620,NGP
177.7635,-3.0129,0.09060,NGP
177.7662,-4.1781,0.12400,NGP
177.7127,-3.4216,0.07550,NGP
177.7148,-4.7248,0.12970,NGP
177.7067,-2.8388,0.07680,NGP
177.6479,-3.4835,0.12720,NGP
177.6259,-3.8769,0.08870,NGP
177.6196,-3.0906,0.12950,NGP
177.6155,-3.0385,0.17240,NGP
177.6088,-2.9311,0.09140,NGP
177.6064,-4.4787,0.08080,NGP
177.5938,-3.6120,0.12940,NGP
177.5792,-2.8201,0.09200,NGP
177.5535,-3.9556,0.16590,NGP
177.5442,-3.5528,0.10070,NGP
177.4474,-4.1441,0.14510,NGP
177.4010,-4.0204,0.06310,NGP
177.3462,-4.4636,0.10160,NGP
177.3019,-3.6715,0.12500,NGP
177.2984,-3.4388,0.14780,NGP
177.2404,-3.2702,0.10780,NGP
177.2188,-3.8456,0.10240,NGP
177.2140,-2.9577,0.06300,NGP
177.1826,-3.2575,0.13670,NGP
177.1564,-2.7912,0.12790,NGP
177.0967,-3.2922,0.08590,NGP
176.9487,-3.3242,0.02680,NGP
176.9426,-3.2686,0.12350,NGP
176.9436,-5.2462,0.17650,NGP
176.9375,-3.0054,0.13010,NGP
176.9420,-5.1917,0.08260,NGP
176.9340,-4.2544,0.12550,NGP
176.8969,-5.6154,0.15390,NGP
176.8869,-3.1411,0.02640,NGP
176.8702,-6.1089,0.16220,NGP
176.8428,-3.4532,0.10360,NGP
176.8016,-5.0288,0.08240,NGP
176.7985,-5.9129,0.14710,NGP
176.7926,-3.0294,0.10790,NGP
176.7804,-5.7946,0.08970,NGP
176.7278,-3.1641,0.06280,NGP
176.6586,-6.0835,0.18130,NGP
176.6545,-4.3877,0.08200,NGP
176.6470,-3.0285,0.10930,NGP
176.5630,-2.9804,0.12230,NGP
176.5570,-3.8332,0.12050,NGP
176.5242,-3.1878,0.15730,NGP
176.4118,-5.1117,0.03430,NGP
176.4072,-2.9374,0.10580,NGP
176.4057,-6.2904,0.10500,NGP
176.3987,-3.3701,0.10500,NGP
176.3717,-3.5186,0.02890,NGP
176.3400,-4.4274,0.12030,NGP
176.2720,-3.0361,0.12140,NGP
176.2597,-3.7786,0.12060,NGP
176.2536,-3.5517,0.12040,NGP
176.2516,-3.4864,0.10730,NGP
176.2421,-4.1909,0.11630,NGP
176.2352,-4.4606,0.13090,NGP
176.1950,-5.6780,0.09230,NGP
176.1801,-3.2123,0.02900,NGP
176.1372,-2.9626,0.13040,NGP
176.1266,-5.1232,0.09380,NGP
176.0874,-6.0501,0.09440,NGP
176.0410,-3.2427,0.05710,NGP
176.0322,-5.0057,0.09440,NGP
176.0258,-5.0429,0.06530,NGP
176.0066,-5.5624,0.07620,NGP
175.8200,-3.2244,0.11980,NGP
175.8122,-5.2026,0.09330,NGP
175.7862,-5.6269,0.14140,NGP
175.6275,-5.1593,0.13860,NGP
175.6228,-5.6973,0.14010,NGP
175.5594,-5.1641,0.10220,NGP
175.5583,-5.0604,0.10240,NGP
175.5580,-4.1354,0.11030,NGP
175.5530,-3.4344,0.11650,NGP
175.4668,-5.1955,0.14760,NGP
175.4420,-4.9497,0.09950,NGP
175.4181,-5.4379,0.10850,NGP
175.4170,-6.1541,0.18540,NGP
175.3910,-3.6018,0.09810,NGP
175.3777,-4.0184,0.14080,NGP
175.3718,-3.0270,0.12310,NGP
175.3568,-2.9707,0.09920,NGP
175.3310,-6.1187,0.07880,NGP
175.3135,-3.2974,0.11640,NGP
175.3099,-4.9781,0.08550,NGP
175.2662,-6.0762,0.18510,NGP
175.2661,-3.9375,0.11280,NGP
175.2617,-5.0907,0.04920,NGP
175.2227,-5.8900,0.18400,NGP
175.2188,-4.6114,0.08570,NGP
175.1918,-6.0196,0.10090,NGP
175.1791,-6.3435,0.13650,NGP
175.0766,-3.5922,0.06320,NGP
175.0440,-2.9897,0.09920,NGP
175.0420,-4.0573,0.05400,NGP
174.9745,-5.9804,0.05110,NGP
174.9481,-3.5772,0.06150,NGP
174.9044,-4.5745,0.18540,NGP
174.7942,-5.5599,0.08260,NGP
174.7761,-5.0602,0.14740,NGP
174.7664,-3.7999,0.06210,NGP
174.7420,-4.5333,0.07080,NGP
174.7140,-5.7408,0.16440,NGP
174.6865,-4.9376,0.08790,NGP
174.6661,-5.6902,0.04940,NGP
174.6117,-2.8496,0.06060,NGP
174.6065,-4.7137,0.08700,NGP
174.5919,-5.1993,0.08200,NGP
174.5903,-4.7572,0.13580,NGP
174.5582,-4.7348,0.05640,NGP
174.5576,-4.1133,0.05650,NGP
174.4777,-4.9759,0.10050,NGP
174.4314,-4.8419,0.08770,NGP
174.4094,-3.4013,0.12030,NGP
174.3930,-3.3121,0.04820,NGP
174.3868,-4.8009,0.08740,NGP
174.3639,-5.4176,0.16080,NGP
174.3247,-3.1686,0.10420,NGP
174.3179,-3.4323,0.10740,NGP
174.3163,-3.8460,0.18440,NGP
174.3122,-2.9350,0.10190,NGP
174.2640,-5.7409,0.16000,NGP
174.2451,-4.9693,0.13750,NGP
174.2414,-3.1136,0.08540,NGP
174.2343,-4.4230,0.05900,NGP
174.2030,-5.8511,0.19210,NGP
174.1513,-3.1735,0.04730,NGP
174.1284,-4.5688,0.05170,NGP
174.0690,-3.5250,0.10130,NGP
174.0430,-5.4138,0.19310,NGP
174.0331,-3.5838,0.19280,NGP
174.0201,-4.8596,0.04730,NGP
173.9411,-4.5187,0.05360,NGP
173.9258,-4.6372,0.05130,NGP
173.9113,-3.9000,0.15910,NGP
173.8998,-6.1781,0.14380,NGP
173.8945,-3.8146,0.18560,NGP
173.8618,-4.6234,0.12000,NGP
173.8550,-4.9187,0.15710,NGP
173.8218,-3.6277,0.05130,NGP
173.7780,-4.3995,0.04710,NGP
173.7559,-5.0759,0.04860,NGP
173.7245,-3.1983,0.11930,NGP
173.7171,-3.3120,0.04530,NGP
173.6687,-4.3958,0.14550,NGP
173.6266,-4.9317,0.06340,NGP
173.5914,-3.9852,0.18380,NGP
173.5885,-3.0042,0.07270,NGP
173.5558,-2.8940,0.10480,NGP
173.5550,-3.0607,0.14410,NGP
173.5207,-4.9009,0.06060,NGP
173.5039,-4.0576,0.11580,NGP
173.4647,-3.4545,0.10750,NGP
173.4465,-4.2730,0.15630,NGP
173.4125,-3.7635,0.06520,NGP
173.3719,-4.4819,0.09750,NGP
173.3618,-4.2583,0.08090,NGP
173.3624,-3.7855,0.18770,NGP
173.3595,-3.1717,0.19930,NGP
173.3479,-3.0521,0.14660,NGP
173.3333,-5.0882,0.03610,NGP
173.3283,-3.5288,0.10490,NGP
173.3042,-5.5024,0.08020,NGP
173.2872,-5.3123,0.07720,NGP
173.2694,-3.5573,0.18090,NGP
173.2625,-4.9171,0.11510,NGP
173.1968,-4.5938,0.09760,NGP
173.1754,-3.8388,0.05200,NGP
183.0480,-3.1559,0.10150,NGP
183.0501,-3.8397,0.13880,NGP
183.0433,-3.8518,0.09330,NGP
182.8817,-4.0773,0.08020,NGP
182.8297,-3.8346,0.16860,NGP
182.7705,-2.9966,0.10910,NGP
182.7093,-2.7872,0.13260,NGP
182.7144,-3.4912,0.17440,NGP
182.6436,-2.9297,0.08930,NGP
182.5224,-4.3479,0.13550,NGP
182.5083,-3.7848,0.17800,NGP
182.4682,-4.1374,0.13640,NGP
182.4678,-4.1634,0.08380,NGP
182.4633,-4.1988,0.10730,NGP
182.3839,-4.4212,0.10770,NGP
181.9888,-3.1661,0.02360,NGP
181.8873,-3.1984,0.05700,NGP
181.8410,-2.8567,0.17440,NGP
181.8524,-2.9466,0.16620,NGP
181.4585,-3.0424,0.05120,NGP
181.4363,-3.0710,0.05110,NGP
181.3588,-3.8313,0.13970,NGP
181.3577,-4.4119,0.08060,NGP
181.3476,-3.3145,0.08240,NGP
181.1436,-3.2185,0.08220,NGP
180.9729,-4.2636,0.12130,NGP
180.9477,-3.0502,0.14980,NGP
180.9316,-2.9336,0.06230,NGP
180.8232,-4.4710,0.10680,NGP
180.7958,-3.5467,0.10900,NGP
180.2331,-2.9519,0.11880,NGP
180.2328,-4.0531,0.13320,NGP
180.1576,-3.1317,0.14520,NGP
179.7844,-3.3233,0.06760,NGP
179.6697,-4.3272,0.11480,NGP
179.6653,-3.9881,0.13180,NGP
179.6045,-4.2240,0.17980,NGP
179.4869,-3.5909,0.15290,NGP
179.4552,-4.3842,0.19890,NGP
179.1054,-3.1779,0.09630,NGP
179.0850,-2.8655,0.14190,NGP
179.0881,-4.1767,0.05270,NGP
178.9948,-4.0787,0.02880,NGP
178.9503,-3.0494,0.05260,NGP
178.9568,-3.5958,0.08780,NGP
178.9480,-4.1368,0.08240,NGP
178.9173,-3.7803,0.09290,NGP
178.8099,-3.1461,0.16660,NGP
178.6870,-3.2190,0.13530,NGP
178.4870,-3.5891,0.09600,NGP
178.4047,-3.7180,0.06270,NGP
178.2778,-4.1610,0.13170,NGP
178.2384,-2.8869,0.08780,NGP
178.1964,-2.8026,0.09010,NGP
178.2034,-3.5212,0.10770,NGP
178.1527,-3.1314,0.17600,NGP
182.6230,-4.5983,0.10680,NGP
182.3224,-5.2924,0.10460,NGP
182.2820,-5.0293,0.13200,NGP
182.1925,-6.0319,0.07960,NGP
182.1750,-4.5310,0.19970,NGP
182.1837,-5.8177,0.07990,NGP
182.1183,-5.9818,0.19010,NGP
182.0269,-4.7656,0.10650,NGP
181.9533,-4.9756,0.17040,NGP
181.7587,-6.1287,0.11050,NGP
181.5717,-4.6812,0.13370,NGP
181.5353,-4.8788,0.13050,NGP
181.5178,-5.5778,0.19370,NGP
181.4938,-5.7238,0.10680,NGP
181.4588,-6.1619,0.08500,NGP
181.2952,-5.7946,0.07630,NGP
181.1622,-4.7765,0.16830,NGP
181.1157,-4.5722,0.13120,NGP
181.0535,-4.5732,0.11340,NGP
181.0295,-5.0477,0.12930,NGP
180.7559,-4.6415,0.13670,NGP
180.5691,-5.3381,0.14490,NGP
178.9998,-4.5265,0.09270,NGP
178.8630,-4.7312,0.12810,NGP
178.5711,-4.8031,0.14910,NGP
181.8768,-6.4144,0.18690,NGP
188.0644,-2.9209,0.17270,NGP
188.0744,-2.9438,0.10850,NGP
188.0105,-4.0385,0.17440,NGP
187.8796,-3.5169,0.08480,NGP
187.8897,-3.6189,0.18590,NGP
187.8036,-3.9582,0.09670,NGP
187.6999,-3.9924,0.12650,NGP
187.6439,-3.9282,0.12400,NGP
187.6189,-3.5816,0.07160,NGP
187.3597,-3.3326,0.14740,NGP
187.3088,-4.1895,0.11040,NGP
187.1915,-4.0014,0.11210,NGP
187.1872,-3.0494,0.11000,NGP
187.1190,-4.0899,0.10850,NGP
186.9386,-4.0208,0.14730,NGP
186.8810,-4.5107,0.13310,NGP
186.8028,-3.9642,0.11580,NGP
186.7434,-4.2991,0.11490,NGP
186.6487,-3.0560,0.06750,NGP
186.6419,-3.9771,0.12620,NGP
186.5694,-4.4736,0.18590,NGP
186.5392,-3.6196,0.11380,NGP
186.4958,-3.6895,0.13280,NGP
186.4592,-2.8173,0.06090,NGP
186.4043,-2.8662,0.08510,NGP
186.2120,-3.2959,0.07170,NGP
186.1734,-3.3531,0.06570,NGP
186.0857,-4.4761,0.14640,NGP
186.0529,-3.0369,0.11700,NGP
186.0445,-2.7832,0.07660,NGP
186.0455,-3.2533,0.11080,NGP
186.0047,-3.7228,0.03730,NGP
185.7829,-3.1393,0.09940,NGP
185.7786,-4.3689,0.15890,NGP
185.7098,-3.9103,0.08020,NGP
185.5743,-3.0993,0.07120,NGP
185.5388,-4.0445,0.07940,NGP
185.5174,-3.0743,0.12320,NGP
185.5155,-4.3142,0.17980,NGP
185.4800,-3.2025,0.18830,NGP
185.4853,-4.1097,0.06500,NGP
185.4665,-3.9098,0.10160,NGP
185.4102,-4.1172,0.08680,NGP
185.3885,-3.9065,0.12350,NGP
185.3116,-4.0759,0.07920,NGP
185.2452,-4.1861,0.09380,NGP
185.2010,-4.0675,0.07950,NGP
185.0063,-4.2616,0.11880,NGP
184.8148,-2.9057,0.06940,NGP
184.7188,-3.3154,0.06690,NGP
184.7015,-4.4905,0.13320,NGP
184.6362,-2.8936,0.11170,NGP
184.6383,-3.0706,0.11010,NGP
184.5854,-3.0846,0.11210,NGP
184.5829,-3.6863,0.09230,NGP
184.5370,-4.4226,0.08030,NGP
184.5263,-3.3015,0.09200,NGP
184.5066,-3.0958,0.11310,NGP
184.4803,-3.6231,0.18260,NGP
184.4927,-3.8609,0.10470,NGP
184.4824,-4.0112,0.13410,NGP
184.4422,-3.7308,0.12690,NGP
184.4015,-3.7648,0.08900,NGP
184.3980,-3.7681,0.08820,NGP
184.3837,-4.5291,0.08770,NGP
184.3685,-4.0664,0.11190,NGP
184.2403,-3.7079,0.11120,NGP
184.1765,-3.1503,0.11020,NGP
184.1478,-4.3596,0.07950,NGP
184.1314,-3.5741,0.11220,NGP
184.0987,-3.6609,0.17990,NGP
183.7178,-3.6479,0.09130,NGP
183.7053,-3.9750,0.08970,NGP
183.6471,-4.1167,0.10270,NGP
183.6120,-3.2481,0.17110,NGP
183.4518,-4.0860,0.12990,NGP
183.4366,-3.0649,0.09870,NGP
183.4265,-3.2211,0.17910,NGP
183.3568,-3.7077,0.16750,NGP
183.3363,-3.5541,0.17820,NGP
183.3423,-3.6754,0.16560,NGP
186.7985,-4.7927,0.13310,NGP
186.5509,-4.9081,0.18500,NGP
185.6478,-4.5098,0.06720,NGP
185.0488,-4.6292,0.13380,NGP
184.9960,-4.7433,0.18020,NGP
184.8837,-4.7247,0.13500,NGP
184.8701,-4.8282,0.13520,NGP
184.8036,-4.8622,0.07840,NGP
184.7121,-4.6694,0.13430,NGP
184.5336,-4.6326,0.07320,NGP
184.5177,-4.6019,0.12590,NGP
183.9825,-4.5892,0.11690,NGP
183.9848,-4.8799,0.16580,NGP
183.6411,-4.9173,0.13470,NGP
183.6340,-4.5804,0.04070,NGP
183.6065,-4.8130,0.08040,NGP
183.4953,-4.9233,0.08590,NGP
183.4903,-4.7271,0.17100,NGP
183.3282,-4.5580,0.16380,NGP
183.2383,-4.7109,0.19780,NGP
183.1517,-4.8327,0.08590,NGP
193.1095,-4.0680,0.16540,NGP
193.0627,-3.2213,0.18410,NGP
192.9550,-3.8456,0.11720,NGP
192.9062,-3.9320,0.03550,NGP
192.9115,-4.2350,0.17550,NGP
192.8747,-3.4862,0.15970,NGP
192.5800,-2.9472,0.08820,NGP
192.5294,-3.0009,0.08790,NGP
192.4700,-3.9144,0.10280,NGP
192.4125,-4.1294,0.15000,NGP
192.2596,-3.8564,0.13330,NGP
192.0785,-3.7113,0.08480,NGP
192.0570,-3.9721,0.08460,NGP
192.0505,-4.5146,0.09280,NGP
191.8927,-3.9110,0.16480,NGP
191.8790,-2.8401,0.12260,NGP
191.7999,-3.1827,0.12640,NGP
191.6687,-3.0237,0.04830,NGP
191.5837,-4.3847,0.12550,NGP
191.5108,-4.2167,0.18610,NGP
191.3847,-2.7877,0.08390,NGP
191.3512,-3.3763,0.14270,NGP
191.3192,-4.0744,0.07000,NGP
191.1495,-3.3448,0.15470,NGP
191.1540,-3.9334,0.12970,NGP
191.1567,-4.2512,0.15320,NGP
191.0209,-3.8709,0.01420,NGP
190.8797,-2.7987,0.17000,NGP
190.8572,-3.9803,0.15180,NGP
190.8377,-2.8257,0.06660,NGP
190.7506,-2.9135,0.04680,NGP
190.7060,-3.0673,0.09740,NGP
190.6266,-4.4316,0.12540,NGP
190.5885,-4.2111,0.10270,NGP
190.5660,-3.9006,0.13440,NGP
190.5110,-4.1404,0.04900,NGP
190.4744,-3.4459,0.11100,NGP
190.4280,-3.8803,0.18770,NGP
190.2116,-3.4604,0.06980,NGP
190.0314,-3.1360,0.08390,NGP
189.9946,-3.5955,0.13610,NGP
189.9813,-3.0278,0.08490,NGP
189.9364,-2.8468,0.10580,NGP
189.8508,-3.6896,0.13510,NGP
189.7802,-3.9977,0.12920,NGP
189.7217,-2.7979,0.10640,NGP
189.6946,-3.9739,0.12670,NGP
189.6080,-3.0139,0.13430,NGP
189.6113,-4.3442,0.08200,NGP
189.5642,-3.3502,0.08260,NGP
189.5611,-3.8006,0.11850,NGP
189.5561,-3.8076,0.11710,NGP
189.5364,-3.0607,0.13440,NGP
189.5291,-3.0681,0.13520,NGP
189.3775,-3.2331,0.14400,NGP
189.3783,-3.4635,0.18550,NGP
189.2218,-3.3122,0.19160,NGP
189.1916,-3.0785,0.08900,NGP
189.1455,-3.4082,0.08360,NGP
189.1107,-3.0074,0.10740,NGP
189.0915,-3.8394,0.12620,NGP
189.0283,-3.5309,0.07060,NGP
189.0219,-3.7043,0.18820,NGP
188.9802,-3.8630,0.12760,NGP
188.8589,-3.2699,0.18560,NGP
188.8381,-3.4242,0.13100,NGP
188.7106,-3.9622,0.11230,NGP
188.6610,-2.9113,0.02060,NGP
188.6255,-3.2217,0.06040,NGP
188.4671,-3.7193,0.06540,NGP
188.3397,-4.2189,0.05860,NGP
188.3039,-4.1752,0.13120,NGP
188.1872,-2.8433,0.13870,NGP
188.1792,-3.8350,0.12520,NGP
188.1689,-3.0519,0.15260,NGP
193.0710,-5.1061,0.13570,NGP
193.0530,-4.7857,0.13850,NGP
192.9526,-4.7972,0.04960,NGP
192.8723,-5.2143,0.16630,NGP
192.7742,-5.0289,0.13420,NGP
192.7501,-5.2483,0.11730,NGP
192.6431,-5.2631,0.10310,NGP
192.6156,-6.1582,0.08460,NGP
192.5879,-5.2005,0.01560,NGP
192.5762,-4.7856,0.09260,NGP
192.1606,-4.5111,0.08410,NGP
192.0539,-4.7079,0.13320,NGP
192.0460,-4.8298,0.11810,NGP
191.9870,-4.6748,0.10330,NGP
191.7476,-4.7669,0.09310,NGP
191.6803,-4.7480,0.10170,NGP
191.6101,-4.9392,0.02700,NGP
191.5292,-4.9699,0.11010,NGP
191.3663,-4.5403,0.14850,NGP
191.3325,-4.8028,0.05600,NGP
191.3038,-4.8154,0.08270,NGP
191.2937,-4.8947,0.15010,NGP
191.2002,-4.9138,0.12880,NGP
190.9695,-4.8152,0.18300,NGP
190.9298,-4.6436,0.17140,NGP
190.8150,-4.6590,0.12650,NGP
190.5517,-4.8506,0.14510,NGP
190.4618,-4.6930,0.08940,NGP
190.4525,-4.6982,0.10190,NGP
190.3474,-4.5443,0.12660,NGP
190.0292,-4.6242,0.13560,NGP
189.9407,-4.6751,0.13560,NGP
189.4910,-4.7371,0.13390,NGP
189.3697,-4.6843,0.13220,NGP
189.3483,-4.5536,0.13350,NGP
189.3147,-4.6510,0.06130,NGP
188.8478,-4.6031,0.13600,NGP
188.7955,-4.8446,0.06900,NGP
188.5806,-4.9719,0.06930,NGP
188.2723,-4.6438,0.19030,NGP
198.1040,-4.3324,0.01020,NGP
198.0873,-3.0214,0.14470,NGP
198.0297,-2.8148,0.11510,NGP
197.9789,-2.7886,0.11420,NGP
197.9540,-4.2908,0.02610,NGP
197.9358,-3.2290,0.18310,NGP
197.9360,-3.5546,0.13570,NGP
197.9022,-4.4133,0.02210,NGP
197.7843,-4.1356,0.18490,NGP
197.7566,-3.2146,0.14050,NGP
197.7527,-4.3252,0.16000,NGP
197.7266,-3.8483,0.12790,NGP
197.7017,-3.0263,0.08480,NGP
197.7068,-4.2801,0.08610,NGP
197.6506,-3.1347,0.14080,NGP
197.6631,-4.4577,0.08650,NGP
197.5704,-2.8798,0.11400,NGP
197.5591,-3.4315,0.14400,NGP
197.5200,-3.2980,0.14070,NGP
197.5040,-4.3447,0.08280,NGP
197.4032,-3.7431,0.09500,NGP
197.3947,-4.3452,0.18130,NGP
197.3545,-3.5867,0.18960,NGP
197.3216,-3.9847,0.14180,NGP
197.1973,-3.9707,0.17530,NGP
197.0621,-3.7255,0.07490,NGP
197.0579,-3.7322,0.07650,NGP
197.0187,-4.0081,0.14420,NGP
196.9783,-3.7153,0.15930,NGP
196.9156,-3.8002,0.01260,NGP
196.8874,-4.4958,0.13960,NGP
196.8380,-3.3959,0.09550,NGP
196.7464,-3.6502,0.19510,NGP
196.7025,-3.8145,0.19620,NGP
196.6174,-3.7370,0.15920,NGP
196.6329,-4.1473,0.08480,NGP
196.5182,-3.4034,0.11340,NGP
196.4386,-2.8350,0.08170,NGP
196.3220,-4.2754,0.14530,NGP
196.2799,-4.0925,0.14280,NGP
196.0954,-3.1359,0.07300,NGP
196.0314,-3.3834,0.08780,NGP
195.9729,-2.9868,0.11400,NGP
195.9282,-3.8544,0.14430,NGP
195.8965,-3.7633,0.14200,NGP
195.8746,-3.1252,0.11270,NGP
195.8777,-3.7765,0.13270,NGP
195.7440,-2.9193,0.07390,NGP
195.7438,-3.2272,0.18580,NGP
195.7408,-4.2300,0.19150,NGP
195.6963,-2.8440,0.10130,NGP
195.6309,-3.2898,0.08300,NGP
195.5640,-4.0478,0.07750,NGP
195.5614,-4.2551,0.07560,NGP
195.4859,-3.8490,0.08480,NGP
195.4828,-4.0288,0.04750,NGP
195.4751,-3.7913,0.13210,NGP
195.4565,-3.1244,0.08230,NGP
195.4337,-4.2580,0.08220,NGP
195.3932,-3.5611,0.08660,NGP
195.3758,-3.3474,0.08260,NGP
195.3510,-3.3611,0.08070,NGP
195.3499,-4.4893,0.00960,NGP
195.2325,-3.5444,0.14080,NGP
195.1981,-4.1724,0.08000,NGP
195.1637,-4.0999,0.08030,NGP
195.0968,-4.0469,0.08030,NGP
195.0922,-3.9199,0.08580,NGP
195.0852,-4.3674,0.06860,NGP
195.0514,-3.4077,0.03460,NGP
195.0441,-4.1795,0.14800,NGP
195.0461,-4.2117,0.08550,NGP
195.0349,-4.2698,0.08170,NGP
195.0032,-4.4552,0.14330,NGP
194.9270,-4.1063,0.08430,NGP
194.8983,-4.3789,0.18410,NGP
194.8886,-3.6326,0.08820,NGP
194.8812,-4.1686,0.08970,NGP
194.8782,-3.7041,0.05140,NGP
