ra,dec,z
177.00576,-0.19969,0.13728
215.40322,-0.54088,0.13728
200.29679,1.28547,0.13732
148.61560,-1.24794,0.13734
228.73684,0.28287,0.13737
168.94322,1.03130,0.13737
221.81541,0.92639,0.13738
225.62521,-0.44487,0.13740
220.46129,1.26439,0.13741
153.67778,1.02423,0.13743
219.16067,1.18301,0.13745
141.92312,-0.43550,0.13746
234.47349,-0.95575,0.13749
232.84577,-1.29115,0.13750
214.96847,-1.30243,0.13751
218.73362,-0.62589,0.13752
150.54879,-0.89706,0.13755
178.79150,-1.10650,0.13755
233.59057,0.08394,0.13756
169.93117,1.33142,0.13757
234.66613,-1.14796,0.13760
178.28460,1.12249,0.13764
247.01911,-1.23722,0.13765
189.35768,-0.28150,0.13766
214.17295,1.25027,0.13767
218.12985,1.07501,0.13769
214.23165,-1.17675,0.13772
176.02645,-0.36742,0.13774
219.73950,-0.65599,0.13775
148.84821,-0.58732,0.13776
234.12540,0.60580,0.13781
218.96703,-1.12282,0.13781
199.60899,1.10536,0.13781
241.78012,-0.64606,0.13782
188.30886,0.62117,0.13784
198.32745,0.66944,0.13784
150.42838,-0.77466,0.13788
233.84068,-0.49804,0.13789
171.66721,1.13526,0.13794
213.46650,0.10548,0.13800
229.34318,0.00015,0.13801
197.35171,0.23637,0.13801
233.02696,-0.79097,0.13802
234.00806,0.51733,0.13803
213.36226,-1.33240,0.13803
150.51190,-1.21984,0.13803
219.15485,-0.27020,0.13804
228.15900,0.52018,0.13805
219.68796,-1.26180,0.13810
212.49923,-1.06602,0.13810
160.55746,-0.33888,0.13811
189.48743,-0.27853,0.13812
218.96892,-0.09093,0.13814
212.89604,-1.25635,0.13816
219.74142,-0.83547,0.13819
209.60527,0.98292,0.13819
176.50959,0.02776,0.13820
213.99371,-1.08866,0.13822
213.64770,-0.16578,0.13828
200.25739,1.19517,0.13828
160.33488,-0.31616,0.13829
216.94423,-1.43223,0.13831
141.00095,-0.09243,0.13834
160.45348,-0.61705,0.13835
213.00577,-0.29104,0.13835
196.97935,-0.99554,0.13837
219.82751,-1.30690,0.13838
148.54241,-1.19458,0.13840
200.06137,0.49182,0.13840
221.93194,-0.21320,0.13840
199.73117,-0.23295,0.13842
213.13944,-0.28008,0.13845
221.09738,0.06000,0.13849
160.48561,-0.20784,0.13855
199.95370,1.49307,0.13856
197.70804,-1.02509,0.13857
212.05123,0.51968,0.13858
223.56513,-0.16438,0.13858
234.09083,0.57053,0.13860
140.78790,0.58012,0.13861
215.86412,-0.71063,0.13865
140.89671,0.44107,0.13870
211.19856,-0.10338,0.13872
198.49322,-0.25682,0.13872
212.47271,-1.28934,0.13874
213.71844,-0.43651,0.13878
143.96232,-0.24495,0.13878
191.28428,-0.90447,0.13883
195.00494,-0.72199,0.13885
137.88967,1.24826,0.13887
200.19587,0.79295,0.13891
208.16584,0.45283,0.13891
200.03122,1.19112,0.13893
154.91788,-0.44021,0.13898
178.84540,-1.07204,0.13898
142.08581,0.34977,0.13898
153.66744,0.55982,0.13898
213.10658,-0.25055,0.13899
189.89275,-0.93024,0.13900
130.23869,1.20157,0.13904
199.87438,-1.14550,0.13906
159.56451,-1.13365,0.13909
191.22636,1.44077,0.13910
180.05128,1.42382,0.13913
197.76731,-0.49872,0.13914
219.82383,-1.47334,0.13917
150.18497,-0.89906,0.13917
140.58708,-0.74560,0.13933
129.61532,1.02751,0.13934
198.24351,-0.36588,0.13934
228.20462,1.16310,0.13936
213.60221,-0.37742,0.13940
177.62726,0.67414,0.13941
140.73425,0.63528,0.13941
230.11669,1.21095,0.13943
141.81554,0.84004,0.13943
160.14142,-0.29947,0.13944
222.95740,-0.46781,0.13945
219.52104,-1.14732,0.13945
178.66998,0.59813,0.13946
218.98145,-0.24391,0.13946
155.57740,0.78026,0.13949
192.27496,-0.65213,0.13951
213.90844,-0.86200,0.13954
199.99529,0.39492,0.13956
219.58681,-0.12917,0.13958
215.83633,0.20596,0.13958
179.67475,0.42307,0.13964
214.25262,-0.67115,0.13966
150.39704,-0.80781,0.13971
142.54212,0.19010,0.13971
234.64527,1.00426,0.13972
188.83008,0.91854,0.13977
227.86346,0.67478,0.13978
214.00080,-1.10422,0.13979
213.53139,-0.39636,0.13980
213.53700,-0.27406,0.13981
218.97298,-0.06751,0.13982
208.22699,-0.05069,0.13986
197.15837,0.77978,0.13987
191.27644,-0.38659,0.13991
242.14799,-0.13750,0.13994
195.34521,-0.36481,0.13995
212.76975,-0.70936,0.13997
202.13584,-1.38993,0.13999
215.50235,-0.23537,0.14000
220.57032,-0.27357,0.14001
213.37380,-0.02579,0.14004
219.97695,-0.03575,0.14004
213.48306,-0.38920,0.14006
172.19164,0.36846,0.14007
210.64761,0.71127,0.14011
199.53964,-0.24788,0.14013
233.34214,-0.41567,0.14014
239.59140,0.41501,0.14014
208.13416,-0.97067,0.14017
171.45548,0.91791,0.14019
246.21905,-0.74024,0.14022
242.15902,-0.12638,0.14023
154.55771,-0.12792,0.14023
174.85718,1.40344,0.14027
213.75777,-0.42459,0.14028
167.96515,-0.22763,0.14029
177.52465,-0.62417,0.14037
158.57954,-0.34242,0.14038
219.48287,-0.20132,0.14040
215.82348,0.25452,0.14042
214.86602,-0.68047,0.14046
230.28655,-1.24911,0.14046
235.15913,1.01893,0.14047
197.31706,0.21366,0.14049
140.48486,-0.74143,0.14049
222.53503,0.91990,0.14050
140.45747,1.25213,0.14051
233.14793,-1.17876,0.14056
233.95172,0.45976,0.14057
227.90865,-0.06841,0.14058
215.74343,0.11374,0.14059
201.76542,-0.03594,0.14062
196.52709,-1.49372,0.14065
180.27045,-0.78215,0.14069
191.30153,-0.75689,0.14070
146.12796,-1.18977,0.14073
215.58723,0.14213,0.14077
196.59388,0.08010,0.14079
180.26958,-0.78754,0.14079
171.23775,0.92167,0.14080
232.04718,-1.32160,0.14082
236.59102,1.37041,0.14084
139.61500,1.38881,0.14091
235.04960,0.84295,0.14091
159.71764,0.14117,0.14092
213.89450,-0.31167,0.14097
227.75490,-0.30748,0.14098
210.80041,0.23364,0.14103
220.93743,-0.25066,0.14103
190.76971,-0.71304,0.14104
207.02177,-1.36525,0.14105
203.44799,-1.11891,0.14107
214.51753,-0.95174,0.14111
198.18095,0.96970,0.14113
208.14803,-1.02847,0.14115
189.33432,1.31255,0.14117
219.13622,-0.12917,0.14118
214.32858,-0.61052,0.14125
215.76478,0.09783,0.14129
198.26120,0.72971,0.14134
240.26247,0.80681,0.14136
215.86136,0.12583,0.14142
143.54597,-0.32098,0.14142
208.16829,-0.76441,0.14142
145.20738,-0.86305,0.14146
174.08300,-0.38631,0.14148
206.97575,-1.31413,0.14149
173.82165,-0.97595,0.14150
160.88994,0.62411,0.14151
163.19261,-0.53946,0.14152
213.46508,-0.16927,0.14156
173.21881,0.46319,0.14158
202.61015,-0.93238,0.14160
218.86838,-0.20341,0.14169
144.90601,-0.80235,0.14170
198.20974,0.74584,0.14171
140.55826,-0.12541,0.14175
173.15635,0.28192,0.14177
203.19334,0.92372,0.14178
189.09559,-0.86765,0.14183
166.93632,0.99756,0.14183
157.88776,-0.29410,0.14187
203.36061,1.44737,0.14188
227.15862,-0.02156,0.14194
167.04928,1.38622,0.14196
234.69644,0.68342,0.14196
201.91806,0.04852,0.14197
166.14976,1.28410,0.14199
184.41948,0.12916,0.14200
245.57755,0.76561,0.14201
213.27324,0.34229,0.14202
149.71815,0.87054,0.14206
203.38627,-0.92600,0.14206
141.06345,-0.00645,0.14213
192.95632,-0.42461,0.14215
198.76056,0.76782,0.14216
233.78650,0.49266,0.14216
227.04154,-0.82304,0.14217
223.78662,-0.34077,0.14228
180.54953,1.04992,0.14232
211.99089,-0.30125,0.14239
224.04133,-0.90625,0.14241
222.13221,-0.94762,0.14243
237.06723,0.73250,0.14247
192.08195,-0.51527,0.14249
238.33398,0.89268,0.14251
237.29455,0.99996,0.14251
203.93800,-0.78880,0.14252
217.65079,1.42131,0.14255
170.88623,0.92664,0.14257
145.78109,-0.60534,0.14258
203.83519,-0.97742,0.14260
213.46257,0.46149,0.14269
233.40241,-0.21625,0.14271
207.36695,-0.75205,0.14271
199.06959,1.10214,0.14271
233.72074,-0.11096,0.14272
146.36651,0.85118,0.14275
190.77337,-0.75668,0.14275
224.95261,0.80799,0.14277
170.72837,0.43435,0.14277
174.81571,-1.11486,0.14277
204.36990,-0.53929,0.14278
209.97748,0.14943,0.14279
207.82741,1.46869,0.14279
143.08258,0.22559,0.14280
246.04690,0.33041,0.14281
227.17774,0.32594,0.14282
183.83477,-0.58633,0.14285
209.37837,0.00445,0.14292
238.12784,1.07124,0.14296
188.95064,-0.90794,0.14296
221.98682,-0.93038,0.14299
246.06914,0.34279,0.14301
169.31006,-0.78263,0.14302
197.06631,-0.07152,0.14308
190.78951,-0.78373,0.14309
147.03200,0.77535,0.14315
165.68055,1.11357,0.14315
205.18925,-0.46546,0.14318
209.88995,1.12171,0.14319
204.72850,-0.71698,0.14323
169.34838,-0.02462,0.14329
145.63394,-1.05060,0.14330
169.67813,1.36202,0.14331
209.24256,-0.30265,0.14332
189.07915,-1.09398,0.14335
232.65727,1.05381,0.14336
234.32976,-0.95170,0.14344
143.04060,0.25505,0.14348
170.01950,0.48576,0.14350
180.70763,1.09152,0.14351
153.72680,0.01946,0.14351
145.94798,0.21201,0.14357
220.31261,-0.82441,0.14358
220.37009,-0.84940,0.14359
205.96160,0.77146,0.14360
242.08774,-0.19189,0.14364
245.42678,-0.57254,0.14368
160.74357,-1.14496,0.14369
190.58660,-0.21842,0.14371
190.26573,0.50775,0.14373
216.89078,1.49559,0.14373
217.85980,-1.33534,0.14377
169.91438,0.95330,0.14381
234.51765,-0.82492,0.14384
209.42188,-0.06099,0.14387
170.13480,-1.18346,0.14388
221.79844,-1.17497,0.14388
211.43728,-0.87446,0.14389
234.79753,-1.18110,0.14397
153.63016,0.99920,0.14402
220.51742,-0.81640,0.14402
234.51836,-0.82622,0.14403
214.20462,0.27255,0.14403
188.64352,0.64749,0.14406
195.60878,1.23334,0.14409
160.68449,-0.17593,0.14412
188.92119,-1.01629,0.14413
203.82436,0.65131,0.14414
197.09894,-0.32306,0.14416
145.90721,0.40090,0.14418
214.06146,-0.95531,0.14418
213.48749,-0.13649,0.14418
169.76983,1.17357,0.14421
169.49888,0.52631,0.14422
147.27217,-0.67573,0.14425
210.41866,-1.16814,0.14425
213.75606,-0.50427,0.14428
195.65020,1.18599,0.14446
202.78367,-0.52742,0.14447
207.27988,1.40399,0.14447
138.46479,0.16008,0.14452
188.94844,-0.96584,0.14452
190.28604,0.35257,0.14455
179.39299,-0.96995,0.14455
219.45994,-0.20187,0.14459
194.10424,0.16876,0.14462
215.41127,0.78083,0.14463
203.70240,0.54873,0.14469
175.09519,-1.01941,0.14474
206.16501,0.44605,0.14475
188.73490,1.48530,0.14487
205.07153,0.03490,0.14489
168.54464,1.21953,0.14489
179.15309,-1.30798,0.14494
169.21018,-1.23021,0.14495
171.16635,0.02960,0.14496
221.84751,-1.19547,0.14498
202.94812,-0.19304,0.14499
205.28871,-0.72570,0.14499
225.86761,1.44038,0.14500
190.17756,1.08617,0.14503
171.17316,-0.02288,0.14504
190.09720,0.92853,0.14506
156.76244,1.49860,0.14509
232.55036,-1.07179,0.14510
203.42452,-0.01738,0.14512
212.54843,1.26529,0.14515
145.77842,-0.13455,0.14516
204.89268,-0.27657,0.14518
213.01383,1.04257,0.14520
191.32463,-0.12036,0.14524
207.53624,1.25285,0.14527
216.66542,0.84988,0.14532
221.16898,-0.99762,0.14539
171.97388,-0.67192,0.14544
145.64525,-0.81552,0.14551
135.83749,-0.34008,0.14554
190.20478,0.61153,0.14556
171.81994,-0.65078,0.14565
142.47611,0.46474,0.14569
204.21663,1.42180,0.14569
228.18309,-0.70524,0.14573
205.30872,-0.74893,0.14577
204.99105,1.38854,0.14578
145.60120,-0.00139,0.14582
226.42742,0.58925,0.14586
203.31181,-0.84089,0.14591
222.12868,1.42484,0.14592
179.44067,-0.96761,0.14593
137.78469,1.21981,0.14597
145.42138,0.53371,0.14599
171.54443,-0.37576,0.14599
225.35532,-0.75389,0.14600
206.66764,-0.23522,0.14603
205.04215,0.03847,0.14611
185.73389,-1.21333,0.14612
170.84308,0.46164,0.14614
195.63523,0.60564,0.14614
223.52229,1.40288,0.14620
229.75621,0.22068,0.14622
221.31829,-0.90985,0.14622
145.64345,-0.68482,0.14623
154.23771,0.10869,0.14623
226.49167,-0.20732,0.14625
203.78023,-1.36251,0.14625
226.52291,-0.04344,0.14630
191.55218,-0.54076,0.14630
122.36874,0.01091,0.14632
137.51244,0.98160,0.14633
208.82284,0.32878,0.14634
215.41657,0.78047,0.14634
233.44060,-1.45084,0.14635
191.57494,-0.32689,0.14635
203.56806,0.02877,0.14637
145.38903,1.16142,0.14637
234.28047,1.47718,0.14640
145.46323,-0.84422,0.14641
189.86398,0.48868,0.14643
213.88700,-1.24383,0.14644
131.44146,1.20308,0.14645
212.91195,0.39183,0.14649
136.99520,0.58379,0.14655
212.94822,-0.27337,0.14658
145.40988,1.02653,0.14661
179.72415,-1.16878,0.14662
200.49279,-1.26287,0.14665
220.82648,-0.80086,0.14667
137.60774,0.97842,0.14667
206.31993,-1.18188,0.14668
200.12033,1.13795,0.14670
145.49628,-0.73679,0.14676
145.38815,-0.69227,0.14679
215.75974,0.44022,0.14679
146.33806,0.72218,0.14680
219.61986,1.36873,0.14680
238.00306,0.75867,0.14684
233.25041,-0.87163,0.14685
190.02928,0.81680,0.14687
157.39189,-0.05738,0.14688
192.62064,1.00553,0.14689
141.08029,0.18226,0.14690
156.79829,1.37876,0.14690
207.46416,0.14021,0.14691
209.90824,-1.15641,0.14695
221.37833,-1.04787,0.14696
169.35053,1.33192,0.14697
207.27693,0.28414,0.14698
241.87798,0.31740,0.14702
223.07964,0.13541,0.14704
130.00499,0.63349,0.14704
191.90946,0.34930,0.14706
220.82670,-0.66987,0.14709
192.46971,-0.53986,0.14711
188.74501,0.31580,0.14713
154.60576,0.19836,0.14719
188.91572,0.56538,0.14721
204.59322,1.15364,0.14721
223.28208,0.84313,0.14723
163.96032,-0.08150,0.14729
160.63772,-1.23368,0.14730
207.88936,-0.94523,0.14730
198.92250,-0.13852,0.14739
171.16371,0.07428,0.14740
200.09354,0.96960,0.14741
207.19694,0.29469,0.14752
142.59659,-0.20095,0.14753
126.86000,0.34887,0.14753
143.32656,0.44087,0.14754
212.58892,-1.30012,0.14759
218.51175,-0.64337,0.14759
136.69866,1.26511,0.14762
165.97215,1.49187,0.14764
163.38994,-0.02788,0.14764
162.49420,-0.25104,0.14767
201.05124,-1.27225,0.14767
145.27784,-0.73314,0.14767
189.28161,0.74933,0.14773
170.65795,0.39196,0.14774
214.47719,-0.52140,0.14774
136.09821,1.07579,0.14777
187.66051,-0.99570,0.14778
199.92796,0.58005,0.14784
201.92806,-0.44165,0.14784
135.86549,1.22537,0.14784
170.50672,0.59770,0.14791
228.68336,-0.83484,0.14792
214.41157,-0.27167,0.14793
237.22095,0.80589,0.14794
156.65581,1.45769,0.14798
145.25864,1.29153,0.14798
156.38446,0.93914,0.14798
189.81943,0.85685,0.14804
248.67548,-0.80300,0.14806
233.26009,-1.45713,0.14814
236.77513,0.57748,0.14814
152.64079,-0.18611,0.14814
221.82809,-1.26293,0.14816
245.50903,-0.30607,0.14820
220.14767,0.05162,0.14822
209.33326,-1.46706,0.14823
207.96270,-0.51113,0.14823
156.02929,0.40933,0.14824
208.57602,-1.07582,0.14825
193.72376,1.15911,0.14828
190.20348,1.44305,0.14829
218.08340,0.65782,0.14831
241.71593,0.42358,0.14833
221.78576,-1.28637,0.14833
213.95732,-1.13611,0.14835
142.36473,0.11911,0.14841
220.28987,0.09191,0.14842
185.66887,-0.20456,0.14843
145.26936,-0.47042,0.14844
158.22502,-0.70057,0.14845
208.47798,-1.48589,0.14847
123.60808,0.52297,0.14848
196.87170,1.41378,0.14849
207.87025,0.10151,0.14850
142.82336,-0.10456,0.14851
137.71622,1.20942,0.14852
221.87044,-1.22965,0.14854
126.25284,0.00462,0.14856
220.44028,-0.47061,0.14860
187.43080,-1.49668,0.14861
145.36478,-0.34279,0.14862
157.30071,1.11390,0.14865
229.24188,-1.36066,0.14866
185.46408,0.34259,0.14868
221.14943,-1.13838,0.14868
221.00939,-0.94708,0.14870
185.66702,-0.18956,0.14871
249.80377,-0.07099,0.14875
141.88005,1.09008,0.14877
135.89738,0.34690,0.14881
154.42014,0.52790,0.14882
217.11829,-0.94304,0.14883
126.92501,0.28223,0.14885
234.93529,-1.34717,0.14886
213.92641,-1.11410,0.14890
212.68278,0.62213,0.14893
221.07176,-0.83327,0.14894
135.63878,0.44952,0.14894
220.38509,-0.70740,0.14897
205.18436,-0.79241,0.14899
249.33253,-0.22282,0.14901
219.95467,-0.31579,0.14903
144.89702,0.27277,0.14906
212.62664,0.67859,0.14907
220.56409,-0.19498,0.14908
120.21456,-0.40611,0.14908
154.77448,0.61919,0.14910
157.14223,0.02144,0.14914
220.35296,-0.67647,0.14914
170.83263,0.31952,0.14916
145.67849,-0.79140,0.14919
162.63373,0.45129,0.14919
126.81813,0.30950,0.14923
141.78356,1.30417,0.14925
142.31232,-0.53997,0.14933
171.47536,-0.37332,0.14935
185.48097,0.32928,0.14937
235.59692,-1.32151,0.14940
233.26232,-0.82313,0.14942
211.03515,-0.95706,0.14943
208.55276,-1.02932,0.14943
207.15180,-1.23239,0.14947
155.35636,-0.25332,0.14948
190.26529,1.23341,0.14948
233.38825,0.73402,0.14948
249.31575,-0.25538,0.14950
220.92383,-1.01979,0.14953
161.23436,0.91947,0.14956
161.20686,-0.25016,0.14959
220.99584,-0.96994,0.14959
219.35347,0.13137,0.14961
164.67297,0.41419,0.14962
207.75151,-0.38098,0.14963
219.79903,0.65612,0.14964
207.78116,-0.34022,0.14967
155.20280,1.45187,0.14970
220.37083,0.02724,0.14979
216.00448,-0.45198,0.14981
219.86592,0.54890,0.14982
220.86193,-0.72091,0.14986
213.89887,-1.25699,0.14986
161.90281,1.24629,0.14987
144.96086,-0.86367,0.14988
163.10837,-0.11991,0.14991
144.61397,0.11133,0.14994
222.06630,-1.24427,0.14998
219.89284,0.53148,0.15003
220.30204,0.80371,0.15010
215.46910,-0.31812,0.15011
178.98255,-0.97212,0.15012
164.76761,-0.82514,0.15015
248.43254,0.40531,0.15015
206.14748,-1.31178,0.15016
217.92065,0.92840,0.15016
161.14194,0.97548,0.15021
189.92390,0.18446,0.15027
220.84168,-0.63135,0.15028
219.35919,1.21056,0.15028
223.08218,-1.26073,0.15031
157.66143,1.32713,0.15034
126.76927,1.08257,0.15035
173.89408,0.00245,0.15038
208.16987,-1.05293,0.15038
142.50744,-0.46238,0.15039
141.84767,1.12368,0.15041
214.64665,-0.68263,0.15042
163.90223,0.08213,0.15044
154.84544,0.61207,0.15046
198.05646,0.88713,0.15046
158.87690,-0.43868,0.15049
187.13297,-1.49946,0.15050
144.86275,0.27144,0.15051
207.93812,-0.05211,0.15053
144.98873,-0.04749,0.15055
159.99924,1.11886,0.15056
206.73390,0.66767,0.15062
184.83221,0.04431,0.15064
189.65971,0.03603,0.15065
216.05790,0.11605,0.15066
168.89510,0.91300,0.15070
161.63515,-0.85576,0.15070
184.47251,0.54956,0.15072
216.49055,-0.37194,0.15072
214.63306,-0.03340,0.15075
218.97459,1.28457,0.15076
232.75901,0.43981,0.15079
218.25079,1.24719,0.15085
128.57548,0.36770,0.15087
249.63917,0.77071,0.15095
145.01648,0.24901,0.15099
201.42626,-0.04815,0.15102
233.40792,-0.58714,0.15110
180.21764,-0.45816,0.15117
160.78533,0.82576,0.15117
232.93739,0.56256,0.15131
208.55996,-0.76402,0.15131
242.27539,-0.81743,0.15133
220.16728,-0.00463,0.15136
215.87246,1.03545,0.15141
145.09964,-0.47950,0.15142
160.96550,1.40339,0.15153
133.05747,-0.38093,0.15156
215.26667,0.45118,0.15156
187.47641,0.73629,0.15156
202.71769,0.37003,0.15157
145.20053,0.87098,0.15158
187.10577,-0.83931,0.15160
180.74936,-0.07866,0.15161
174.59904,-1.05232,0.15166
224.55674,1.20822,0.15166
178.49320,-0.47532,0.15172
142.65527,0.77034,0.15172
219.08998,1.45789,0.15174
171.26670,-0.84116,0.15176
143.41516,1.12886,0.15182
241.57222,0.42557,0.15185
215.69958,0.81368,0.15186
198.65185,0.06667,0.15189
241.77078,0.38579,0.15191
166.33746,1.11410,0.15196
156.83663,-0.24247,0.15198
183.41951,1.25517,0.15199
241.97831,-1.02059,0.15204
171.14920,-1.12270,0.15204
227.79638,-0.79083,0.15204
145.11227,-0.79994,0.15206
191.13038,-1.16135,0.15208
196.57757,1.45465,0.15210
170.71333,0.97782,0.15217
166.43264,1.22411,0.15220
185.30830,-1.37900,0.15222
242.20993,0.24309,0.15232
162.42304,-0.18652,0.15234
220.76942,-0.65153,0.15242
137.37189,-0.58038,0.15242
165.99136,1.04227,0.15244
229.68543,0.39447,0.15246
226.94578,-0.50119,0.15257
247.86162,-1.17202,0.15265
162.86627,-0.68940,0.15268
234.49628,0.23403,0.15268
145.61886,-0.97269,0.15271
201.55219,0.52054,0.15274
201.85169,0.26499,0.15283
201.81199,0.41928,0.15283
214.53680,-1.37626,0.15288
198.99398,1.44833,0.15292
142.28253,0.99528,0.15295
148.41749,1.29672,0.15296
234.49046,0.84599,0.15296
222.80787,0.80506,0.15299
226.89499,-0.32199,0.15303
148.55920,-0.76022,0.15304
226.92543,-0.36305,0.15310
232.53363,-0.36128,0.15318
233.11362,-0.77567,0.15323
145.55632,0.23847,0.15326
188.40681,-0.37464,0.15327
141.23505,0.30821,0.15328
187.35662,0.13050,0.15338
177.13681,-0.73585,0.15340
215.34402,-0.25187,0.15345
209.18490,0.71425,0.15347
230.93794,1.05865,0.15354
167.69085,0.71056,0.15363
232.52428,-0.37630,0.15375
169.28569,1.33292,0.15378
235.99155,-0.92539,0.15378
231.70504,0.38545,0.15379
232.27123,-0.74857,0.15380
243.52342,0.13344,0.15381
244.77267,0.40163,0.15392
233.18855,-0.64556,0.15400
140.35221,-0.40957,0.15407
214.01383,-0.46833,0.15413
189.34643,-1.39221,0.15420
151.78363,-0.21168,0.15422
170.64449,1.05490,0.15423
235.94801,-0.88957,0.15424
232.03698,0.06290,0.15428
235.37752,0.02542,0.15429
233.61015,-1.31674,0.15438
227.48890,1.32492,0.15439
175.48033,-1.40648,0.15439
163.60846,-0.70086,0.15444
139.15454,-0.71269,0.15445
172.36313,0.03654,0.15447
238.36807,-1.16853,0.15449
169.32751,0.32834,0.15449
230.26301,0.59620,0.15452
225.18385,1.25043,0.15452
233.53511,-0.94828,0.15452
142.60188,-0.70771,0.15457
234.95813,-1.42907,0.15459
231.79515,0.17204,0.15460
178.65966,1.25299,0.15461
244.82728,0.30487,0.15463
163.37008,-0.72033,0.15465
187.17373,-0.33813,0.15468
233.30092,-0.63123,0.15484
163.63350,1.25002,0.15486
233.47826,0.26270,0.15486
140.16195,-0.72894,0.15487
142.88605,0.02962,0.15489
187.24927,1.04582,0.15490
187.38592,-0.22923,0.15491
218.37013,0.02281,0.15491
184.99225,-0.59183,0.15495
175.80180,-1.45853,0.15496
232.21164,-0.35335,0.15496
230.50566,-0.23950,0.15499
142.61919,-0.72103,0.15500
184.98990,-0.55706,0.15503
125.86611,1.32939,0.15506
187.12599,-0.35642,0.15511
228.72852,1.03731,0.15515
167.16393,0.48462,0.15517
228.30623,0.75068,0.15517
191.49758,-0.57691,0.15518
191.60372,-1.16534,0.15519
155.98391,-1.16469,0.15519
215.72234,-1.49059,0.15527
148.20388,1.38161,0.15527
229.85087,0.58196,0.15538
127.10826,1.00357,0.15543
131.53912,-0.46063,0.15544
166.79582,0.25108,0.15546
164.76231,1.16131,0.15547
142.55927,0.61495,0.15547
230.69561,1.08055,0.15548
230.88151,1.34846,0.15551
191.67265,-0.54580,0.15554
155.14790,-0.98449,0.15554
239.63524,-0.89922,0.15557
126.82754,1.25641,0.15560
164.19857,0.89418,0.15565
243.54599,1.06275,0.15578
166.47565,-0.16392,0.15584
184.12327,0.63650,0.15586
184.50349,-0.88855,0.15589
243.56217,1.06998,0.15590
233.23221,-0.10978,0.15594
134.60210,-1.19304,0.15599
172.13622,0.20167,0.15601
186.93105,-0.40501,0.15603
239.02193,-0.69231,0.15605
231.14140,1.07959,0.15607
131.64452,0.65844,0.15608
169.04255,-0.19218,0.15610
169.51128,-0.89061,0.15612
184.53417,-0.86964,0.15615
126.61618,0.11070,0.15616
239.92997,0.31503,0.15616
148.25575,0.29639,0.15621
229.20958,0.63991,0.15622
176.30724,-0.10116,0.15631
225.89161,0.71405,0.15631
129.36121,1.04696,0.15632
187.23860,-0.56685,0.15634
172.34062,1.34222,0.15636
221.11433,0.08260,0.15642
185.05913,-0.61884,0.15647
137.72964,0.35393,0.15648
132.06221,1.04013,0.15651
176.52089,-0.52701,0.15654
126.01773,0.94309,0.15657
202.10580,0.42996,0.15663
239.52915,-0.88546,0.15666
186.59833,0.52773,0.15666
184.57774,-1.01760,0.15666
245.73887,0.98685,0.15670
130.63669,0.66368,0.15671
176.66641,-1.14961,0.15672
176.30809,-0.54461,0.15674
185.42149,-0.52643,0.15676
232.37277,0.99053,0.15677
185.81040,-0.25612,0.15679
133.10682,0.99806,0.15683
145.96323,1.45726,0.15685
134.85795,0.14326,0.15686
189.41798,-1.34355,0.15689
203.20329,0.82484,0.15691
126.97561,-0.21272,0.15693
218.16506,0.18257,0.15697
165.67814,-1.11761,0.15708
176.64773,-1.12954,0.15709
184.37076,-1.06639,0.15710
167.28038,-0.49380,0.15710
238.86429,0.32083,0.15711
185.01216,-1.11140,0.15720
232.86426,-0.62991,0.15720
245.93463,-0.13845,0.15721
233.31036,-0.85630,0.15725
185.46202,0.33982,0.15728
184.46558,0.09730,0.15730
178.06379,1.04347,0.15731
232.94333,-0.73107,0.15738
183.94093,-0.85406,0.15742
178.63920,0.96692,0.15746
184.78685,-1.03349,0.15748
178.93108,0.06670,0.15750
185.03636,0.17668,0.15753
132.72557,0.51342,0.15754
185.33193,-0.78506,0.15755
140.35470,0.46230,0.15757
156.38068,0.43147,0.15758
226.71361,-1.04288,0.15758
221.04684,0.75804,0.15761
134.81666,0.30458,0.15764
186.31770,-0.41183,0.15768
181.39349,-0.85281,0.15774
240.15145,-0.07705,0.15778
165.32410,-1.00412,0.15781
199.05103,-1.03032,0.15782
177.98124,1.42504,0.15783
240.86918,-1.09224,0.15784
186.20916,-0.31690,0.15785
123.80477,0.75757,0.15792
159.15230,-0.57937,0.15800
140.18423,0.46810,0.15810
239.10896,0.55571,0.15812
184.81152,-0.16589,0.15812
186.76002,-0.71059,0.15822
235.22630,-0.84848,0.15822
186.29609,-0.18104,0.15838
156.55451,-0.67026,0.15842
184.56719,-0.83402,0.15844
236.24335,1.43949,0.15845
133.69294,0.27277,0.15847
238.33744,-0.51801,0.15847
185.13671,0.07151,0.15852
185.71351,-0.54135,0.15854
161.77551,-1.11261,0.15858
179.75830,1.49643,0.15866
182.18453,1.17478,0.15869
129.00670,0.95378,0.15882
165.09024,-0.78265,0.15888
193.08087,0.02829,0.15889
185.43029,0.32952,0.15889
156.46386,-0.58818,0.15892
238.63860,1.16181,0.15893
233.94381,-1.38499,0.15897
199.14695,0.78254,0.15903
178.44099,0.34612,0.15909
169.39258,-0.40868,0.15917
216.24003,0.80193,0.15918
146.46647,1.33109,0.15926
227.94546,-1.21758,0.15927
233.33030,-0.75035,0.15933
233.86747,-0.96726,0.15939
186.20674,-0.31899,0.15940
145.16573,1.26974,0.15945
169.72127,-0.49239,0.15959
186.73599,-0.68326,0.15963
185.19444,1.39409,0.15967
127.08789,0.85589,0.15969
158.80625,-0.55143,0.15969
241.01438,0.00995,0.15973
