ra,dec,z
242.50160,-1.09522,0.07098
141.78837,-0.21150,0.07098
225.01697,-1.45719,0.07100
227.39876,-0.39424,0.07107
190.25425,0.20260,0.07112
142.53512,-0.32730,0.07112
233.15663,-1.39768,0.07115
134.48741,1.19940,0.07117
232.52610,-0.05456,0.07119
190.02913,1.23466,0.07121
155.22774,0.15022,0.07121
136.59265,1.00417,0.07122
203.31194,1.10123,0.07123
134.52059,1.15374,0.07123
190.51321,0.69462,0.07124
155.96296,0.84532,0.07125
232.65674,0.09145,0.07125
166.56560,-0.18207,0.07126
142.64170,-0.64721,0.07128
184.14200,-0.20142,0.07134
208.81454,0.05866,0.07135
155.23896,1.23756,0.07139
208.40596,0.71097,0.07140
190.81797,1.08091,0.07140
153.21139,1.04650,0.07140
218.06440,0.76721,0.07144
184.49717,-0.33308,0.07144
218.22881,1.41840,0.07145
244.28194,0.30476,0.07146
155.54894,0.23463,0.07146
170.04074,0.31998,0.07146
142.88587,0.66139,0.07147
226.66009,-1.34083,0.07147
190.28182,-1.36779,0.07148
134.61348,1.07381,0.07149
193.14975,-0.86791,0.07150
233.56014,-0.87113,0.07150
187.53173,-1.15969,0.07150
196.24446,-0.38098,0.07151
154.22061,0.00192,0.07151
193.11104,-0.23474,0.07152
157.35092,1.36092,0.07153
148.80535,0.48844,0.07153
184.25238,-0.16355,0.07154
154.78674,0.09275,0.07155
134.55365,1.36728,0.07155
213.62264,-0.64043,0.07157
145.87447,-0.60875,0.07159
228.90959,0.17561,0.07159
233.82026,-0.79001,0.07160
228.69287,0.05622,0.07162
188.38394,-0.69206,0.07163
153.82950,0.99121,0.07165
237.58163,0.90497,0.07166
241.65095,0.22240,0.07167
207.09196,-1.33567,0.07167
161.47650,0.60238,0.07168
187.55452,-1.12719,0.07170
238.98158,0.52825,0.07173
236.28971,0.60638,0.07174
153.80190,0.96143,0.07174
236.81057,-0.94397,0.07178
187.93312,-1.00538,0.07180
167.40265,-0.87184,0.07181
241.71857,-0.25634,0.07185
207.07252,-0.16755,0.07186
143.08757,0.50656,0.07186
188.95881,-0.89413,0.07187
135.25395,1.37261,0.07188
227.70522,-0.12815,0.07189
227.11419,-1.46594,0.07189
198.22809,1.03598,0.07191
184.17762,-0.79648,0.07192
174.66602,-0.14509,0.07192
220.36688,-1.26264,0.07193
226.68307,-1.26779,0.07194
232.62779,-0.34417,0.07195
239.11361,0.51958,0.07197
147.90447,1.32024,0.07197
228.44842,0.34310,0.07198
158.33553,0.37003,0.07198
207.46370,1.25618,0.07198
157.30456,1.44819,0.07199
236.68910,-0.85957,0.07200
228.57151,0.33750,0.07201
189.75322,0.12483,0.07201
208.87056,-0.17064,0.07202
205.93941,0.46675,0.07204
235.41754,0.49045,0.07207
185.16770,-0.69333,0.07207
142.82851,0.56515,0.07208
219.80702,-0.92616,0.07209
191.69709,0.65118,0.07210
171.91441,1.34273,0.07213
189.73077,-0.46830,0.07215
203.87154,-0.93490,0.07216
242.05998,-0.03919,0.07220
242.29700,-0.48936,0.07220
122.99326,-0.60067,0.07221
219.13763,0.43286,0.07221
197.83740,0.06167,0.07222
170.58797,1.12272,0.07223
227.43482,1.40771,0.07224
191.82986,0.53344,0.07224
226.83174,0.59535,0.07224
191.04114,-0.23329,0.07225
233.06815,0.63231,0.07226
162.22112,1.37422,0.07229
142.92817,0.59355,0.07230
189.88288,-0.38607,0.07231
149.45970,-0.77901,0.07232
198.34754,0.98065,0.07232
156.72609,0.62027,0.07233
170.51576,0.13436,0.07233
168.19825,-0.07452,0.07236
231.60729,1.45059,0.07238
134.62360,1.03597,0.07238
158.46579,0.41494,0.07238
187.61440,-1.43172,0.07239
188.78090,0.62168,0.07240
219.15064,0.81835,0.07243
171.28287,0.41353,0.07243
160.77127,1.24348,0.07243
246.94019,0.34358,0.07244
188.72881,-0.30659,0.07245
168.16258,0.06621,0.07245
234.59816,0.70626,0.07246
231.83174,1.40706,0.07247
170.89199,0.77839,0.07247
168.50886,-0.00696,0.07248
233.26395,1.05978,0.07248
189.75134,0.06978,0.07249
242.11027,-0.72146,0.07250
227.67449,0.46154,0.07254
227.57621,1.02406,0.07256
198.43927,-1.02024,0.07257
170.03709,0.22357,0.07258
156.72698,0.63217,0.07261
227.02347,-0.36161,0.07262
207.62819,1.46798,0.07263
199.14911,0.75758,0.07264
232.52668,-0.32348,0.07264
142.90606,0.57313,0.07264
249.92469,0.56999,0.07265
162.93785,-0.43799,0.07266
202.13090,-0.95649,0.07268
187.04757,-0.63603,0.07269
241.96186,1.01426,0.07274
174.18493,0.70906,0.07275
227.17177,-0.17821,0.07277
231.84625,1.39411,0.07279
232.17100,1.38695,0.07280
239.15027,0.08142,0.07280
149.84503,-0.01646,0.07280
191.81379,0.63523,0.07282
170.35976,1.00767,0.07284
169.16794,-0.21103,0.07286
149.76349,0.03707,0.07287
242.31728,-0.48186,0.07289
216.72045,-0.73442,0.07289
147.49091,0.53099,0.07290
173.87200,0.95257,0.07294
147.30934,0.34427,0.07295
169.96620,0.07187,0.07297
188.91306,0.53228,0.07298
172.21442,0.91859,0.07299
162.52784,-0.52958,0.07299
227.60155,0.34672,0.07300
234.64018,0.59857,0.07300
247.22175,0.59927,0.07303
203.05493,1.12836,0.07304
186.86542,-0.09399,0.07305
208.28998,-1.22089,0.07308
226.61883,-1.46578,0.07310
184.03134,0.65633,0.07313
134.58210,1.06442,0.07313
171.42127,1.40604,0.07315
161.32347,0.66979,0.07315
160.40663,1.41797,0.07317
216.61776,-0.57027,0.07317
181.06501,0.11717,0.07318
172.67871,1.07475,0.07321
168.52342,0.00929,0.07323
190.10830,0.43562,0.07323
220.98623,-0.40838,0.07324
173.84952,0.86477,0.07324
226.26669,0.37980,0.07326
205.68068,0.76567,0.07327
221.01972,0.05114,0.07327
216.88346,-0.60726,0.07331
227.41321,1.45154,0.07332
189.76762,0.97114,0.07334
199.02153,-0.62396,0.07336
198.27903,0.98285,0.07337
209.13459,-1.42352,0.07337
205.56049,0.47193,0.07337
169.15851,-1.06831,0.07338
230.42468,0.17572,0.07339
142.86205,0.59693,0.07340
160.45035,1.34325,0.07341
185.54784,-0.14588,0.07341
170.01410,0.27512,0.07342
225.28219,-0.44120,0.07343
170.51631,-1.01151,0.07345
231.80868,1.46153,0.07345
227.52391,1.24430,0.07345
170.68406,0.88440,0.07347
233.71731,0.88353,0.07348
166.25952,-0.91118,0.07349
140.92484,0.32469,0.07349
140.30458,0.42708,0.07350
199.58968,0.34897,0.07352
204.35510,0.23115,0.07355
164.19001,-0.87837,0.07356
227.22836,0.80952,0.07357
232.89998,-0.08675,0.07359
173.77276,1.21192,0.07360
158.14997,-0.76007,0.07360
170.82331,1.21037,0.07360
164.81100,-0.69274,0.07362
241.67119,0.01483,0.07363
170.83926,1.20855,0.07364
169.23975,-1.00129,0.07366
189.39581,1.00904,0.07367
162.51748,-0.25030,0.07369
169.93542,-1.03622,0.07373
160.41975,1.29085,0.07374
228.34009,1.10207,0.07379
210.27184,-1.14170,0.07379
210.42795,0.57746,0.07380
240.88282,-0.14909,0.07383
134.68403,0.91408,0.07385
184.65040,0.89376,0.07387
163.07001,-0.83481,0.07388
241.60527,-1.05146,0.07389
204.24254,0.44309,0.07390
202.85887,0.91085,0.07391
141.05222,-1.48012,0.07396
157.52936,-0.17620,0.07396
154.82519,1.14262,0.07397
201.79768,-0.92792,0.07398
163.61790,-1.14612,0.07398
165.66948,-1.16477,0.07401
174.65538,1.13893,0.07401
185.53257,1.03913,0.07405
171.83282,1.47301,0.07406
170.80531,1.08776,0.07408
139.70752,-0.78408,0.07409
170.14656,-0.88219,0.07410
247.39162,-0.17885,0.07411
169.85064,-0.21299,0.07411
232.79921,0.51712,0.07413
142.15899,0.32183,0.07414
201.81986,-0.87631,0.07414
171.75130,1.38561,0.07415
171.49331,-1.14837,0.07417
248.14735,0.11720,0.07422
142.04856,0.36562,0.07423
232.37875,1.46504,0.07423
233.18433,0.99663,0.07424
142.17742,0.69382,0.07428
185.61899,1.05706,0.07429
171.03154,0.97187,0.07429
149.21884,0.09895,0.07429
171.46989,-1.20328,0.07430
185.71560,1.03314,0.07431
141.97340,0.15023,0.07431
201.05875,-0.50728,0.07435
216.15626,1.31815,0.07436
169.14183,-1.02803,0.07437
168.46984,0.00400,0.07438
170.77398,1.24790,0.07438
174.03570,-1.06914,0.07441
171.35307,1.41989,0.07442
171.81405,1.32738,0.07442
170.76705,1.20132,0.07444
170.30230,-0.90569,0.07445
174.11702,1.30646,0.07448
147.85775,-0.04388,0.07448
201.76406,-0.81364,0.07450
168.76389,-0.72284,0.07452
241.66370,0.03297,0.07452
171.94188,1.41242,0.07454
183.59342,0.80671,0.07455
232.25664,1.38264,0.07455
184.20994,1.36070,0.07459
175.11691,1.00644,0.07459
227.33928,0.85855,0.07460
183.74396,-0.07659,0.07460
167.50236,-0.19543,0.07461
202.86267,0.88302,0.07461
169.12115,-0.93810,0.07464
183.42228,0.19649,0.07464
179.88472,-0.99605,0.07465
232.22929,1.47364,0.07466
166.54908,0.73882,0.07466
232.58938,-0.74355,0.07467
165.47724,0.76932,0.07468
241.88252,-0.49873,0.07468
170.41249,-0.88978,0.07471
160.88892,-0.27000,0.07471
183.51922,0.44635,0.07471
227.37193,1.06755,0.07473
170.63801,1.12562,0.07475
175.11244,0.86501,0.07480
142.10498,0.29251,0.07481
199.91299,0.41942,0.07481
224.08281,-0.95717,0.07489
171.15511,1.30727,0.07490
164.71332,-0.80678,0.07491
248.20542,0.27707,0.07491
201.20743,-0.24874,0.07497
199.51047,0.61761,0.07499
203.06440,0.57156,0.07499
183.23198,-0.59975,0.07500
215.30314,0.82436,0.07501
175.64546,1.25183,0.07504
231.92188,0.42543,0.07505
229.98607,1.27882,0.07506
235.41028,0.14373,0.07506
164.27588,-0.91445,0.07507
169.07290,-0.90517,0.07510
240.23183,-0.08139,0.07510
170.76266,0.87162,0.07511
167.02411,1.30975,0.07513
202.67050,0.63992,0.07513
183.99514,1.36477,0.07515
163.67951,-0.87506,0.07515
167.21732,1.49914,0.07515
183.25256,-0.93858,0.07516
189.62771,-0.82575,0.07517
202.16679,-0.74770,0.07521
199.80054,0.48891,0.07521
172.57453,-0.97925,0.07530
169.12384,-0.86718,0.07537
234.78455,0.24248,0.07541
201.25935,-0.37843,0.07545
210.63549,-1.27143,0.07549
247.07835,-1.20279,0.07550
199.54354,0.57818,0.07550
174.92191,1.33937,0.07550
183.68236,-1.38121,0.07551
170.54156,1.02078,0.07551
172.38497,-1.15152,0.07552
204.45293,-0.09999,0.07555
171.70667,-1.44426,0.07555
179.71931,-0.75354,0.07556
164.31563,-0.98056,0.07556
162.31531,-0.05240,0.07558
174.63462,0.19405,0.07560
192.95575,0.56149,0.07560
200.52313,-0.25711,0.07563
169.03697,0.11353,0.07563
201.93228,0.39535,0.07568
143.05211,-0.69303,0.07574
237.27936,0.98902,0.07578
162.58621,-0.14838,0.07579
173.08434,0.37717,0.07580
234.06613,-1.29208,0.07581
197.18952,0.02209,0.07582
168.96462,0.13133,0.07582
230.85873,1.41211,0.07583
163.26275,-0.68531,0.07583
230.88755,1.40309,0.07586
169.00093,0.15019,0.07591
168.92264,-0.05997,0.07592
206.41863,-0.16340,0.07592
243.54938,0.15618,0.07593
183.82603,-1.10985,0.07594
238.15463,-0.54447,0.07596
232.56865,1.26765,0.07596
231.75494,1.43591,0.07600
206.24202,-1.49633,0.07601
232.53636,-0.13328,0.07604
161.42755,1.30407,0.07604
149.99906,-0.86914,0.07604
162.11201,0.55532,0.07604
174.90445,-1.04588,0.07604
206.14856,-0.55996,0.07606
189.12453,0.69077,0.07607
183.85941,0.52636,0.07607
232.55631,1.27578,0.07612
206.59690,-1.05992,0.07619
206.39486,-1.08284,0.07620
230.67581,0.69171,0.07620
243.18132,-0.40771,0.07623
232.35814,1.39826,0.07623
178.24169,0.64805,0.07625
174.97395,1.46117,0.07626
170.58549,1.06009,0.07626
173.55178,1.49338,0.07627
205.64512,0.42835,0.07628
206.20567,1.40988,0.07635
232.29951,-0.22683,0.07635
162.20399,-0.67294,0.07635
206.34570,-0.92237,0.07640
179.59746,0.55189,0.07641
179.73956,0.42557,0.07641
147.99765,0.45431,0.07642
174.49025,-0.30124,0.07642
230.90403,0.90164,0.07645
137.31654,0.03328,0.07645
170.87509,1.03639,0.07646
167.90500,0.02885,0.07648
231.15539,1.19420,0.07649
191.47746,1.03718,0.07651
164.78232,-0.06300,0.07651
179.24127,0.71170,0.07653
221.05566,-1.45791,0.07653
180.18942,-0.86274,0.07653
185.36339,1.35865,0.07653
203.49767,-1.09053,0.07654
169.02704,0.21877,0.07656
170.21653,-1.22918,0.07658
130.57762,0.94160,0.07658
168.88971,-0.24226,0.07658
179.88092,-1.14650,0.07658
200.82215,-0.91464,0.07660
230.41509,0.26642,0.07661
179.49952,0.14509,0.07662
222.41454,-1.28878,0.07664
205.94433,-0.16266,0.07665
163.64468,0.34365,0.07666
155.19844,-0.96180,0.07666
175.97819,-1.26129,0.07668
170.83487,1.12334,0.07673
180.05646,-0.42184,0.07674
206.37774,-0.58902,0.07674
163.72447,1.05083,0.07678
148.77557,-0.14121,0.07679
170.56677,-0.86010,0.07680
202.74373,0.59394,0.07681
206.59067,-0.87448,0.07684
179.59680,0.40758,0.07685
168.85763,0.63545,0.07686
189.31987,1.22194,0.07687
173.84076,-0.99919,0.07687
206.39109,-0.21561,0.07689
231.94915,-0.36415,0.07689
136.17377,0.70049,0.07690
201.75652,1.33919,0.07690
164.44031,0.41050,0.07692
177.88065,-0.63936,0.07693
177.51156,-0.82634,0.07697
170.94005,-1.27431,0.07697
222.99057,-1.11543,0.07699
164.53910,0.76516,0.07701
193.78661,-0.71764,0.07702
143.83569,1.09925,0.07704
178.68894,-1.42966,0.07705
213.03389,-1.00499,0.07705
206.21244,1.21676,0.07705
161.45921,0.45962,0.07706
213.85046,0.24780,0.07706
175.05143,-1.34659,0.07707
179.82552,0.85378,0.07708
178.32969,1.21763,0.07709
161.60882,0.23057,0.07710
205.54926,0.82355,0.07710
199.52513,0.37427,0.07711
178.00506,-0.47033,0.07711
188.17021,1.26019,0.07712
181.26223,0.95906,0.07714
205.89425,-0.25371,0.07714
180.90664,1.20570,0.07714
169.53593,0.01393,0.07716
206.01836,-1.12356,0.07720
170.40309,-1.10598,0.07721
179.01349,-0.04347,0.07724
214.60652,-0.15723,0.07724
231.48375,0.56368,0.07724
238.36279,-0.46030,0.07725
182.45974,0.88311,0.07727
169.27388,-1.22804,0.07727
236.04652,0.99750,0.07728
206.15584,0.56154,0.07728
178.72735,1.37270,0.07730
130.63865,1.14943,0.07730
205.47834,1.16891,0.07730
186.12032,1.09016,0.07731
173.55905,1.46675,0.07732
213.30458,1.45595,0.07734
131.59537,-0.37171,0.07734
164.26362,1.33911,0.07735
204.69793,1.39346,0.07736
175.39331,-1.20012,0.07737
180.09393,1.43476,0.07739
213.69414,-0.07152,0.07739
186.20628,1.07848,0.07740
206.29851,-0.62148,0.07741
214.28323,0.67850,0.07741
170.43156,-1.19847,0.07742
236.65660,0.60504,0.07744
175.39579,-0.59967,0.07744
161.21438,1.15997,0.07748
203.16521,0.94254,0.07749
214.08153,-0.43102,0.07752
173.20855,-0.71950,0.07753
186.56400,0.88386,0.07755
239.01841,-0.09228,0.07758
130.77145,1.14880,0.07760
201.77952,1.35818,0.07760
170.64629,1.02258,0.07762
169.58771,-0.08661,0.07762
185.62929,1.01518,0.07762
231.55577,1.41007,0.07766
168.74673,-0.59809,0.07768
130.51184,0.85607,0.07771
210.52332,1.35470,0.07773
179.29281,1.04958,0.07773
182.88109,0.22879,0.07774
238.61646,-0.32754,0.07777
223.92021,0.10666,0.07779
185.20009,1.17384,0.07780
181.13178,1.12970,0.07783
177.68795,1.15360,0.07783
181.39331,1.02954,0.07784
180.81089,0.87245,0.07784
187.53352,1.03376,0.07786
182.92524,-1.09234,0.07786
178.35627,1.20285,0.07788
226.29565,1.31016,0.07789
183.35344,-0.63135,0.07789
230.85822,1.31610,0.07790
203.99951,0.04082,0.07790
148.16746,0.53039,0.07790
185.86703,1.29350,0.07791
236.28685,-0.51796,0.07791
180.54871,0.55858,0.07793
199.09094,0.88601,0.07793
235.44244,-0.08270,0.07794
236.00645,0.96672,0.07794
184.38804,-1.19311,0.07794
235.43653,-0.20099,0.07795
181.46039,-0.51342,0.07795
175.46395,-1.21289,0.07795
133.45370,0.33248,0.07798
218.36659,0.77249,0.07800
199.60471,0.36767,0.07800
203.11432,1.09213,0.07802
224.37147,0.59526,0.07802
179.57186,0.76728,0.07802
199.89299,-0.85846,0.07803
174.93343,-1.02956,0.07805
154.32461,1.11575,0.07808
238.19631,-0.50172,0.07808
141.87751,0.80181,0.07808
206.05226,0.97845,0.07809
129.63253,0.01242,0.07810
184.21145,0.60671,0.07811
202.32228,0.76398,0.07812
244.59537,-0.74405,0.07812
154.25795,1.10101,0.07814
234.74608,-0.42489,0.07815
180.88040,0.85089,0.07816
240.17267,0.55523,0.07816
215.66809,1.40840,0.07816
240.21145,0.31676,0.07817
238.62177,-0.69228,0.07817
228.53566,1.35043,0.07817
185.74577,1.34819,0.07818
219.29697,0.82899,0.07819
215.46594,1.02522,0.07819
187.42597,1.08227,0.07819
187.38464,1.10250,0.07820
217.96087,1.07684,0.07820
130.70953,0.16280,0.07820
235.60903,-0.42853,0.07821
204.75379,0.88424,0.07823
186.71703,1.28067,0.07823
214.17081,-0.30157,0.07824
130.76057,0.40116,0.07824
182.85652,0.02307,0.07825
236.25428,-0.10779,0.07827
176.26439,-1.28856,0.07828
176.10548,-1.13478,0.07828
180.82353,0.89918,0.07829
180.73214,0.39924,0.07831
202.10855,1.45080,0.07832
235.12452,-0.90519,0.07832
207.60274,-1.19696,0.07835
154.55359,1.21964,0.07836
200.88344,0.07180,0.07836
177.63644,0.98068,0.07838
236.34918,0.29439,0.07839
195.16850,1.04690,0.07841
161.13861,0.19628,0.07842
241.11228,0.84194,0.07842
168.97847,0.57566,0.07843
200.81761,0.96705,0.07846
234.54123,-0.63856,0.07848
239.29117,-1.17203,0.07848
182.61856,0.06013,0.07848
205.03414,1.29049,0.07849
184.47703,0.69332,0.07851
155.41170,0.13399,0.07852
180.74850,0.86464,0.07852
194.48262,0.50461,0.07852
180.21030,1.15763,0.07853
207.44508,-0.74194,0.07855
154.61195,1.38508,0.07855
197.79937,1.09899,0.07855
181.49560,1.48579,0.07856
155.53399,-0.30393,0.07856
188.06012,0.55442,0.07858
218.38747,0.51486,0.07858
199.83885,-0.92294,0.07860
185.58300,1.33474,0.07860
180.49062,0.61332,0.07861
219.25935,0.89371,0.07863
182.46586,0.73573,0.07864
234.52491,-0.16784,0.07865
239.39360,-0.69198,0.07867
215.75109,0.04448,0.07868
186.96321,1.41605,0.07869
201.56361,1.14477,0.07870
227.62620,0.19726,0.07870
235.24643,-0.20191,0.07870
234.63929,-0.27790,0.07872
162.17615,-0.81399,0.07872
236.75850,-0.37705,0.07872
209.97342,-0.54766,0.07875
168.61621,-0.44086,0.07876
186.98152,1.38736,0.07878
223.23704,-0.78549,0.07878
202.10761,1.43549,0.07879
219.32231,0.90014,0.07879
238.30834,-1.22882,0.07882
176.87324,-0.81649,0.07882
180.74179,0.14125,0.07884
227.13645,-1.22929,0.07885
210.11018,0.84003,0.07886
200.65504,0.76972,0.07887
237.88212,-0.95448,0.07890
194.96535,-0.88392,0.07891
185.06889,0.99476,0.07892
216.60845,-0.26562,0.07892
168.51276,0.95098,0.07892
191.46992,-1.23662,0.07892
184.56434,-0.36482,0.07894
129.38245,-0.46179,0.07894
178.76011,0.57274,0.07894
216.23397,-0.37605,0.07895
176.56382,-1.09617,0.07896
188.98912,1.23946,0.07896
174.70807,-1.45817,0.07897
177.94080,0.29274,0.07898
201.81945,0.87870,0.07900
244.92560,-0.45583,0.07901
178.24054,0.70270,0.07903
149.15395,0.17248,0.07904
222.83954,-0.44984,0.07905
201.92781,1.41495,0.07906
235.85897,-0.21229,0.07906
212.62366,-0.70255,0.07906
183.07919,1.26945,0.07907
185.49695,1.40956,0.07909
200.76366,-0.18525,0.07909
147.85480,-0.36901,0.07910
195.14910,1.12693,0.07911
145.05300,1.04350,0.07911
245.12363,-0.18482,0.07912
182.35479,1.17610,0.07914
178.98322,0.21947,0.07916
235.83668,-0.19318,0.07917
234.68988,-0.43057,0.07918
200.60926,1.36014,0.07918
192.26720,-1.32679,0.07918
202.33790,0.74970,0.07918
203.12743,1.15681,0.07918
208.31978,-1.38191,0.07923
199.10755,0.94103,0.07926
147.90346,-0.31777,0.07926
148.30689,0.38998,0.07926
216.68740,-0.19548,0.07927
154.02456,0.73596,0.07930
194.21002,-1.27399,0.07930
179.24010,1.28030,0.07932
188.02679,1.49177,0.07932
145.29603,0.80160,0.07932
195.55573,0.51960,0.07932
184.48227,-0.54468,0.07934
148.61056,0.47631,0.07936
190.60697,0.94687,0.07936
222.64458,-0.42050,0.07936
174.75823,-1.10851,0.07938
188.14051,1.22503,0.07939
232.18757,0.26497,0.07940
155.02930,1.48509,0.07940
192.84353,-1.11217,0.07941
234.59281,0.86568,0.07942
243.89631,1.16109,0.07942
233.62760,0.09448,0.07943
201.25683,0.91335,0.07944
202.62476,1.35074,0.07944
201.51060,1.18771,0.07945
188.95310,1.22659,0.07945
182.49746,-0.89696,0.07946
185.51523,1.45861,0.07947
168.52717,-1.01090,0.07947
235.09559,0.48386,0.07947
242.71066,0.91334,0.07949
148.15677,0.30886,0.07950
187.60185,0.09316,0.07950
186.51646,-0.31398,0.07951
232.57445,-0.78902,0.07951
178.73881,-0.14919,0.07954
236.28537,-0.65897,0.07956
148.94937,0.53082,0.07957
194.11634,1.03089,0.07957
236.07088,-0.48939,0.07958
238.20342,-0.52492,0.07958
236.71773,-0.71966,0.07958
190.00239,1.15677,0.07959
190.04378,0.69985,0.07964
140.57828,0.38129,0.07964
177.40018,-1.37053,0.07964
186.77862,1.20835,0.07965
201.99640,1.44883,0.07965
203.76701,1.34730,0.07967
203.20093,1.47215,0.07968
184.62202,-0.62121,0.07969
148.37680,0.44867,0.07970
227.12534,-0.96489,0.07971
145.17458,1.40282,0.07972
242.49186,-0.10557,0.07973
235.91675,-0.06984,0.07974
184.66762,-0.25645,0.07977
232.85367,0.26454,0.07977
242.25931,-1.10493,0.07978
180.46626,-0.09434,0.07979
176.17062,-0.95351,0.07980
217.38666,-1.16622,0.07982
193.96715,0.95913,0.07982
187.91337,-0.08499,0.07983
199.10218,0.81783,0.07985
199.13570,0.87029,0.07986
180.04927,-0.34161,0.07987
198.60378,1.23425,0.07988
237.01943,-1.00759,0.07988
180.16643,-0.13441,0.07988
223.66992,0.91259,0.07989
149.67696,0.87641,0.07990
181.87867,-1.25548,0.07991
220.67841,-0.67532,0.07991
202.52128,1.39248,0.07991
190.66396,0.56964,0.07991
148.35487,0.48701,0.07994
174.13259,-0.68060,0.07994
195.86334,-0.53396,0.07994
153.84527,0.54928,0.07995
201.70891,1.35560,0.07995
221.54757,-0.23842,0.07998
201.66066,0.21521,0.07998
190.86419,0.63160,0.07998
235.84203,-0.19337,0.08000
178.36424,-1.18105,0.08003
146.05095,0.44009,0.08007
204.46619,-1.45903,0.08007
201.61828,-0.29035,0.08009
242.95485,-0.44644,0.08012
233.80468,1.08461,0.08014
202.48281,1.31287,0.08014
189.62156,1.40007,0.08016
147.30829,0.15116,0.08017
205.53075,0.92735,0.08019
177.49141,-1.23335,0.08019
160.61340,-1.02923,0.08019
242.65301,0.31254,0.08022
201.11900,-1.45404,0.08025
234.08183,1.13680,0.08026
162.95454,1.26017,0.08027
220.08559,-0.76781,0.08028
202.64450,1.31284,0.08029
232.89860,0.42613,0.08029
201.39799,1.23770,0.08031
187.08634,-1.06760,0.08031
195.30870,1.17987,0.08032
195.39665,0.60330,0.08032
168.33551,0.84152,0.08033
233.39327,0.35635,0.08033
201.57788,0.25789,0.08035
198.07889,-0.99770,0.08035
242.57873,-0.23469,0.08035
197.17070,1.02651,0.08035
205.01819,-1.48889,0.08038
160.95267,0.55745,0.08039
186.75565,1.19336,0.08043
191.77113,-0.62996,0.08043
147.73989,0.15971,0.08044
189.46177,-1.47187,0.08048
190.50585,0.47097,0.08050
187.49456,-1.21026,0.08055
233.19487,1.35350,0.08056
189.57444,1.03425,0.08057
245.85959,0.55584,0.08057
237.12166,-1.20699,0.08058
149.36300,0.98552,0.08058
243.17531,0.95479,0.08058
199.29554,0.91357,0.08058
180.17675,-0.23113,0.08059
194.32103,-0.46047,0.08059
202.07896,1.17711,0.08062
197.24161,0.90759,0.08063
213.08758,-0.15767,0.08063
198.85506,0.81867,0.08066
152.73612,1.43233,0.08067
193.31916,0.43529,0.08068
191.26023,0.89508,0.08068
160.09367,-1.06260,0.08068
233.23545,1.37081,0.08070
184.32496,-0.93180,0.08070
177.62568,-1.11428,0.08070
178.36220,-1.13571,0.08071
200.53851,1.01566,0.08075
246.04896,1.06104,0.08075
199.50979,1.11406,0.08075
232.90343,1.04163,0.08077
199.60658,-0.71071,0.08078
201.13879,1.26562,0.08079
192.52624,0.30619,0.08080
169.10584,-0.44742,0.08082
241.88324,-0.29858,0.08083
149.41265,0.33257,0.08085
203.07009,1.22322,0.08085
199.09961,0.77025,0.08086
196.28321,-0.42248,0.08086
184.57615,-0.15193,0.08086
197.60905,0.67935,0.08087
209.96561,1.29204,0.08087
196.57307,-0.18210,0.08087
246.15355,0.15347,0.08089
233.40021,0.24014,0.08089
234.64631,0.82092,0.08089
201.48902,0.45853,0.08090
129.53163,0.40968,0.08091
233.55858,0.35497,0.08092
190.73387,0.54852,0.08094
191.14702,0.52678,0.08097
147.42829,-0.84008,0.08097
180.13992,-0.19344,0.08102
189.84095,1.20697,0.08103
199.91084,-0.97789,0.08103
147.80629,-0.48122,0.08103
214.94277,-0.43729,0.08104
126.99762,-0.31134,0.08104
198.68653,0.39797,0.08105
202.35525,1.14800,0.08105
196.48018,-0.20686,0.08105
192.77813,0.23779,0.08106
201.42496,-1.38316,0.08106
200.10765,-1.46832,0.08107
182.10057,1.12415,0.08107
150.22005,1.00458,0.08107
196.72715,1.09608,0.08108
159.30545,0.14599,0.08108
210.03752,1.06113,0.08108
199.92718,-1.49415,0.08109
163.77929,0.61819,0.08110
177.95166,-0.93803,0.08111
190.70273,0.99868,0.08114
190.10125,-0.37598,0.08115
232.89541,1.11956,0.08115
148.10327,1.25291,0.08116
201.76277,1.31857,0.08118
159.69789,0.34746,0.08118
202.61577,1.35224,0.08120
233.38686,0.35844,0.08121
190.30252,0.83311,0.08121
197.24217,0.31016,0.08122
195.92449,0.26921,0.08125
161.20609,0.19319,0.08128
199.42486,1.10851,0.08128
167.17155,0.19323,0.08131
183.82523,-0.55384,0.08132
242.72458,-0.03757,0.08132
194.58536,-0.84439,0.08134
169.66211,1.06091,0.08134
199.92871,-0.89008,0.08134
197.20733,0.04712,0.08135
160.95364,0.34242,0.08136
147.40154,-0.83309,0.08137
162.30154,-0.51095,0.08137
161.94559,-0.36784,0.08138
243.45484,0.00750,0.08138
190.10366,1.03515,0.08139
233.68375,0.30967,0.08140
180.23507,0.79306,0.08141
199.66281,-0.34353,0.08142
180.02222,-0.07483,0.08144
233.44981,1.44975,0.08145
235.80532,-0.41275,0.08146
179.84038,-0.51224,0.08148
198.90967,0.02398,0.08148
201.70022,-0.32098,0.08148
234.32873,1.18205,0.08148
159.70407,0.31194,0.08149
199.28818,-0.95783,0.08150
197.14913,0.03721,0.08150
199.85954,-0.83952,0.08152
200.10445,-1.20146,0.08153
197.99461,-1.01348,0.08155
198.49422,0.02310,0.08156
235.04007,-0.77753,0.08156
243.69590,-1.07750,0.08156
195.76910,-0.19817,0.08157
203.67267,0.52764,0.08159
197.30968,-1.15496,0.08159
